iteration	average comm savings
181	0.490722656
182	0.509928385
183	0.489176432
184	0.498535156
185	0.490641276
186	0.493082682
187	0.497233073
188	0.489746094
189	0.506184896
190	0.498046875
191	0.487141927
192	0.487874349
193	0.488769531
194	0.488688151
195	0.485758464
196	0.48445638
197	0.493652344
198	0.488606771
199	0.486979167
200	0.485758464
201	0.491617839
202	0.48421224
203	0.489420573
204	0.493164063
205	0.487630208
206	0.487955729
207	0.484375
208	0.48445638
209	0.492838542
210	0.487792969
211	0.493082682
212	0.491699219
213	0.489501953
214	0.491292318
215	0.489501953
216	0.49226888
217	0.484781901
218	0.489339193
219	0.495117188
220	0.488525391
221	0.494628906
222	0.501708984
223	0.503092448
224	0.48819987
225	0.489095052
226	0.485188802
227	0.487467448
228	0.489746094
229	0.485758464
230	0.499104818
231	0.495198568
232	0.496744792
233	0.486572266
234	0.493408203
235	0.489013672
236	0.489664714
237	0.492513021
238	0.490885417
239	0.501057943
240	0.489664714
241	0.49226888
242	0.490804036
243	0.490315755
244	0.498046875
245	0.489827474
246	0.4921875
247	0.490885417
248	0.490071615
249	0.486165365
250	0.485351563
251	0.501464844
252	0.489501953
253	0.493652344
254	0.489908854
255	0.488688151
256	0.491699219
257	0.489420573
258	0.48819987
259	0.498779297
260	0.497884115
261	0.494222005
262	0.491292318
263	0.492431641
264	0.497314453
265	0.488606771
266	0.491536458
267	0.48453776
268	0.486653646
269	0.487711589
270	0.488850911
271	0.493245443
272	0.496988932
273	0.49609375
274	0.491048177
275	0.488850911
276	0.483235677
277	0.487223307
278	0.489420573
279	0.485758464
280	0.49235026
281	0.500895182
282	0.486572266
283	0.486165365
284	0.490315755
285	0.489339193
286	0.487955729
287	0.486328125
288	0.48828125
289	0.492675781
290	0.489583333
291	0.49202474
292	0.491943359
293	0.485351563
294	0.494547526
295	0.486816406
296	0.48819987
297	0.486409505
298	0.487792969
299	0.482747396
300	0.484619141
301	0.495117188
302	0.490397135
303	0.495605469
304	0.48811849
305	0.485188802
306	0.489990234
307	0.493082682
308	0.491373698
309	0.494303385
310	0.493245443
311	0.486572266
312	0.486897786
313	0.49617513
314	0.490397135
315	0.486490885
316	0.485921224
317	0.483886719
318	0.483235677
319	0.48421224
320	0.486572266
321	0.489583333
322	0.492919922
323	0.484049479
324	0.488037109
325	0.487223307
326	0.482584635
327	0.486246745
328	0.489095052
329	0.48819987
330	0.493164063
331	0.496907552
332	0.485595703
333	0.487548828
334	0.486246745
335	0.486002604
336	0.491210938
337	0.485026042
338	0.487467448
339	0.489746094
340	0.491292318
341	0.485839844
342	0.489013672
343	0.485677083
344	0.48429362
345	0.481689453
346	0.487223307
347	0.493082682
348	0.483642578
349	0.483642578
350	0.488932292
351	0.485188802
352	0.483723958
353	0.49202474
354	0.489420573
355	0.48836263
356	0.491455078
357	0.490641276
358	0.489827474
359	0.492675781
360	0.486328125
361	0.48453776
362	0.484944661
363	0.486735026
364	0.489908854
365	0.486002604
366	0.483968099
367	0.483154297
368	0.487060547
369	0.48445638
370	0.48429362
371	0.491210938
372	0.495605469
373	0.48819987
374	0.486979167
375	0.48453776
376	0.48819987
377	0.490804036
378	0.490641276
379	0.491455078
380	0.492919922
381	0.491292318
382	0.486490885
383	0.490641276
384	0.489746094
385	0.489013672
386	0.495117188
387	0.489176432
388	0.48819987
389	0.494384766
390	0.495768229
391	0.492513021
392	0.486653646
393	0.489339193
394	0.483235677
395	0.486083984
396	0.489746094
397	0.500325521
398	0.48811849
399	0.486083984
400	0.490234375
401	0.487874349
402	0.489339193
403	0.487304688
404	0.489420573
405	0.491536458
406	0.490559896
407	0.491943359
408	0.485595703
409	0.490478516
410	0.487874349
411	0.486165365
412	0.486083984
413	0.487467448
414	0.490234375
415	0.485839844
416	0.483072917
417	0.485677083
418	0.490152995
419	0.48844401
420	0.484049479
421	0.493815104
422	0.493733724
423	0.48811849
424	0.490071615
425	0.485677083
426	0.48811849
427	0.490397135
428	0.486490885
429	0.491943359
430	0.501383464
431	0.493977865
432	0.491455078
433	0.490152995
434	0.497070313
435	0.48811849
436	0.491373698
437	0.490804036
438	0.487223307
439	0.493733724
440	0.496663411
441	0.497233073
442	0.491373698
443	0.491373698
444	0.484700521
445	0.489583333
446	0.484619141
447	0.492757161
448	0.487141927
449	0.490152995
450	0.490559896
451	0.489990234
452	0.493733724
453	0.491943359
454	0.487141927
455	0.490397135
456	0.488932292
457	0.494303385
458	0.482503255
459	0.493164063
460	0.490641276
461	0.493977865
462	0.48836263
463	0.491943359
464	0.485351563
465	0.489664714
466	0.486002604
467	0.488606771
468	0.493082682
469	0.493570964
470	0.48836263
471	0.502685547
472	0.495279948
473	0.495768229
474	0.493245443
475	0.485270182
476	0.488688151
477	0.487223307
478	0.495279948
479	0.493326823
480	0.497721354
481	0.49625651
482	0.495035807
483	0.48819987
484	0.493896484
485	0.486653646
486	0.492757161
487	0.490397135
488	0.491373698
489	0.500651042
490	0.491699219
491	0.48844401
492	0.491617839
493	0.48811849
494	0.497070313
495	0.496907552
496	0.491455078
497	0.495279948
498	0.489013672
499	0.495524089
500	0.495035807
501	0.493652344
502	0.492675781
503	0.493733724
504	0.492513021
505	0.500325521
506	0.502766927
507	0.495686849
508	0.494791667
509	0.505371094
510	0.506754557
511	0.505126953
512	0.49625651
513	0.494954427
514	0.489583333
515	0.501953125
516	0.491129557
517	0.490966797
518	0.497639974
519	0.5
520	0.496988932
521	0.501627604
522	0.495035807
523	0.504557292
524	0.492513021
525	0.488688151
526	0.491536458
527	0.489990234
528	0.499104818
529	0.490966797
530	0.489420573
531	0.493652344
532	0.497151693
533	0.489664714
534	0.489664714
535	0.48836263
536	0.494140625
537	0.490234375
538	0.490152995
539	0.499430339
540	0.48836263
541	0.486328125
542	0.48828125
543	0.48844401
544	0.499023438
545	0.498291016
546	0.497395833
547	0.502034505
548	0.496337891
549	0.492513021
550	0.493977865
551	0.495035807
552	0.497802734
553	0.491780599
554	0.501220703
555	0.502848307
556	0.503662109
557	0.499755859
558	0.500244141
559	0.498535156
560	0.513102214
561	0.500325521
562	0.49625651
563	0.492513021
564	0.490234375
565	0.503417969
566	0.491699219
567	0.490234375
568	0.49617513
569	0.501139323
570	0.494222005
571	0.491943359
572	0.493652344
573	0.496744792
574	0.497233073
575	0.489990234
576	0.493489583
577	0.493245443
578	0.494547526
579	0.486409505
580	0.489583333
581	0.493001302
582	0.492513021
583	0.486490885
584	0.48828125
585	0.494140625
586	0.494140625
587	0.489420573
588	0.486653646
589	0.488525391
590	0.48828125
591	0.489990234
592	0.493326823
593	0.489501953
594	0.490885417
595	0.488769531
596	0.490152995
597	0.49617513
598	0.495605469
599	0.489501953
600	0.490641276
601	0.490152995
602	0.491943359
603	0.48844401
604	0.495849609
605	0.493326823
606	0.493652344
607	0.49235026
608	0.491210938
609	0.486735026
610	0.49991862
611	0.494710286
612	0.486328125
613	0.483154297
614	0.486083984
615	0.496663411
616	0.487792969
617	0.489420573
618	0.495768229
619	0.495279948
620	0.490641276
621	0.500244141
622	0.498860677
623	0.489257813
624	0.500569661
625	0.489583333
626	0.495198568
627	0.490559896
628	0.495442708
629	0.493815104
630	0.495686849
631	0.489420573
632	0.49593099
633	0.49226888
634	0.492431641
635	0.495524089
636	0.491780599
637	0.492757161
638	0.490885417
639	0.493164063
640	0.493082682
641	0.494303385
642	0.494059245
643	0.489420573
644	0.490885417
645	0.484781901
646	0.486816406
647	0.491861979
648	0.493408203
649	0.491536458
650	0.488850911
651	0.492675781
652	0.486897786
653	0.495605469
654	0.489095052
655	0.49226888
656	0.491292318
657	0.487955729
658	0.490641276
659	0.486572266
660	0.493245443
661	0.498942057
662	0.491048177
663	0.48844401
664	0.486897786
665	0.498128255
666	0.488850911
667	0.492594401
668	0.49202474
669	0.49202474
670	0.496663411
671	0.500732422
672	0.49593099
673	0.501464844
674	0.495117188
675	0.491210938
676	0.491210938
677	0.489339193
678	0.49617513
679	0.498453776
680	0.49593099
681	0.496500651
682	0.500406901
683	0.498779297
684	0.498291016
685	0.494222005
686	0.495442708
687	0.501057943
688	0.500813802
689	0.501546224
690	0.497802734
691	0.497965495
692	0.492431641
693	0.490804036
694	0.495605469
695	0.499104818
696	0.495198568
697	0.494140625
698	0.504475911
699	0.502441406
700	0.489257813
701	0.494222005
702	0.489990234
703	0.49617513
704	0.497070313
705	0.5
706	0.49210612
707	0.494791667
708	0.491780599
709	0.497070313
710	0.494059245
711	0.499674479
712	0.499023438
713	0.499104818
714	0.491617839
715	0.498128255
716	0.489339193
717	0.502766927
718	0.49235026
719	0.499348958
720	0.498372396
721	0.492838542
722	0.497477214
723	0.509277344
724	0.490804036
725	0.492675781
726	0.496419271
727	0.498697917
728	0.498697917
729	0.501057943
730	0.493001302
731	0.500569661
732	0.501057943
733	0.503092448
734	0.492838542
735	0.501627604
736	0.502034505
737	0.496663411
738	0.503011068
739	0.503417969
740	0.500732422
741	0.504720052
742	0.50374349
743	0.500895182
744	0.503336589
745	0.513509115
746	0.499755859
747	0.497639974
748	0.505126953
749	0.499674479
750	0.490315755
751	0.487874349
752	0.491292318
753	0.489908854
754	0.504394531
755	0.504475911
756	0.496826172
757	0.497721354
758	0.495686849
759	0.499186198
760	0.493001302
761	0.497965495
762	0.498535156
763	0.499511719
764	0.497151693
765	0.493977865
766	0.493815104
767	0.500569661
768	0.493245443
769	0.501464844
770	0.491617839
771	0.491048177
772	0.495605469
773	0.498616536
774	0.491780599
775	0.491210938
776	0.498942057
777	0.499023438
778	0.494710286
779	0.505452474
780	0.498535156
781	0.496744792
782	0.497639974
783	0.505289714
784	0.498372396
785	0.505208333
786	0.496500651
787	0.490071615
788	0.498860677
789	0.501871745
790	0.501871745
791	0.503011068
792	0.499186198
793	0.503336589
794	0.496663411
795	0.501627604
796	0.498535156
797	0.501546224
798	0.493489583
799	0.485026042
800	0.493082682
801	0.487060547
802	0.491455078
803	0.490559896
804	0.498942057
805	0.500244141
806	0.498616536
807	0.49983724
808	0.495442708
809	0.495361328
810	0.49625651
811	0.495605469
812	0.494954427
813	0.495524089
814	0.49593099
815	0.491129557
816	0.495361328
817	0.491617839
818	0.498291016
819	0.499430339
820	0.492919922
821	0.488525391
822	0.494384766
823	0.498860677
824	0.494710286
825	0.486572266
826	0.493652344
827	0.494140625
828	0.494222005
829	0.497639974
830	0.501057943
831	0.499186198
832	0.494873047
833	0.495849609
834	0.507405599
835	0.497151693
836	0.492919922
837	0.490559896
838	0.494222005
839	0.498209635
840	0.49983724
841	0.495768229
842	0.494791667
843	0.494710286
844	0.491536458
845	0.496582031
846	0.499674479
847	0.501220703
848	0.489827474
849	0.489420573
850	0.495198568
851	0.490234375
852	0.495442708
853	0.494628906
854	0.499593099
855	0.506347656
856	0.494547526
857	0.49601237
858	0.487711589
859	0.494547526
860	0.497639974
861	0.494710286
862	0.490478516
863	0.49226888
864	0.495849609
865	0.495849609
866	0.490152995
867	0.489990234
868	0.498046875
869	0.498697917
870	0.494954427
871	0.492431641
872	0.494222005
873	0.493326823
874	0.49202474
875	0.494384766
876	0.497151693
877	0.497639974
878	0.496337891
879	0.494873047
880	0.500895182
881	0.496907552
882	0.499674479
883	0.491536458
884	0.502360026
885	0.490966797
886	0.495686849
887	0.489420573
888	0.490559896
889	0.500895182
890	0.502848307
891	0.499267578
892	0.505452474
893	0.497884115
894	0.4921875
895	0.500325521
896	0.499755859
897	0.494140625
898	0.491943359
899	0.500732422
900	0.497965495
901	0.497639974
902	0.500895182
903	0.49601237
904	0.502522786
905	0.502766927
906	0.494059245
907	0.491292318
908	0.489420573
909	0.496988932
910	0.494628906
911	0.498209635
912	0.498128255
913	0.492757161
914	0.496582031
915	0.50008138
916	0.495361328
917	0.491373698
918	0.500488281
919	0.500488281
920	0.511067708
921	0.500976563
922	0.490071615
923	0.489339193
924	0.490722656
925	0.504882813
926	0.498535156
927	0.503417969
928	0.501953125
929	0.504557292
930	0.503092448
931	0.497884115
932	0.501708984
933	0.49593099
934	0.492431641
935	0.49609375
936	0.502929688
937	0.490966797
938	0.493977865
939	0.498046875
940	0.507486979
941	0.501546224
942	0.510009766
943	0.498128255
944	0.497802734
945	0.503580729
946	0.497314453
947	0.504882813
948	0.508056641
949	0.509928385
950	0.502522786
951	0.510253906
952	0.511149089
953	0.510742188
954	0.505859375
955	0.500569661
956	0.502766927
957	0.501953125
958	0.503662109
959	0.503336589
960	0.498372396
961	0.504150391
962	0.506754557
963	0.497884115
964	0.500244141
965	0.503255208
966	0.504882813
967	0.504720052
968	0.506917318
969	0.514485677
970	0.520996094
971	0.506184896
972	0.496337891
973	0.504231771
974	0.504801432
975	0.513590495
976	0.500813802
977	0.505940755
978	0.513264974
979	0.503417969
980	0.502360026
981	0.502278646
982	0.498942057
983	0.498128255
984	0.496744792
985	0.49593099
986	0.499430339
987	0.493489583
988	0.506510417
989	0.494384766
990	0.503499349
991	0.506510417
992	0.51180013
993	0.505940755
994	0.517496745
995	0.51578776
996	0.497558594
997	0.516520182
998	0.513102214
999	0.509440104
1000	0.502848307
1001	0.515136719
1002	0.518798828
1003	0.527669271
1004	0.511311849
1005	0.50797526
1006	0.507080078
1007	0.510009766
1008	0.507568359
1009	0.500488281
1010	0.512125651
1011	0.502034505
1012	0.500651042
1013	0.497965495
1014	0.509684245
1015	0.50789388
1016	0.508626302
1017	0.504801432
1018	0.504882813
1019	0.514973958
1020	0.510091146
1021	0.51155599
1022	0.505452474
1023	0.518473307
1024	0.514648438
1025	0.509033203
1026	0.511149089
1027	0.505126953
1028	0.509277344
1029	0.503092448
1030	0.495361328
1031	0.505940755
1032	0.501057943
1033	0.499511719
1034	0.502766927
1035	0.505452474
1036	0.508056641
1037	0.495849609
1038	0.521809896
1039	0.493977865
1040	0.501383464
1041	0.513020833
1042	0.505371094
1043	0.508870443
1044	0.521240234
1045	0.510416667
1046	0.497151693
1047	0.50773112
1048	0.505615234
1049	0.516927083
1050	0.519124349
1051	0.514648438
1052	0.514241536
1053	0.520263672
1054	0.50374349
1055	0.498860677
1056	0.503011068
1057	0.510416667
1058	0.503662109
1059	0.5
1060	0.510172526
1061	0.497802734
1062	0.494791667
1063	0.497314453
1064	0.517008464
1065	0.517985026
1066	0.510416667
1067	0.510579427
1068	0.507486979
1069	0.504720052
1070	0.514322917
1071	0.511067708
1072	0.520507813
1073	0.517252604
1074	0.507405599
1075	0.499267578
1076	0.506266276
1077	0.503011068
1078	0.505615234
1079	0.508382161
1080	0.50406901
1081	0.509440104
1082	0.505533854
1083	0.502604167
1084	0.512532552
1085	0.514241536
1086	0.526041667
1087	0.513509115
1088	0.518066406
1089	0.501383464
1090	0.508219401
1091	0.512369792
1092	0.509358724
1093	0.504964193
1094	0.514648438
1095	0.504394531
1096	0.512939453
1097	0.507405599
1098	0.506591797
1099	0.518473307
1100	0.530354818
1101	0.517903646
1102	0.518229167
1103	0.510091146
1104	0.50390625
1105	0.498942057
1106	0.51944987
1107	0.508056641
1108	0.512613932
1109	0.522135417
1110	0.508219401
1111	0.502522786
1112	0.493733724
1113	0.514322917
1114	0.513102214
1115	0.520914714
1116	0.517333984
1117	0.517822266
1118	0.514485677
1119	0.510498047
1120	0.525227865
1121	0.51163737
1122	0.526774089
1123	0.511393229
1124	0.502441406
1125	0.501953125
1126	0.505615234
1127	0.505126953
1128	0.513997396
1129	0.51155599
1130	0.514892578
1131	0.503336589
1132	0.51578776
1133	0.512776693
1134	0.516031901
1135	0.505289714
1136	0.517171224
1137	0.526692708
1138	0.50390625
1139	0.509195964
1140	0.505859375
1141	0.512858073
1142	0.52351888
1143	0.510009766
1144	0.524169922
1145	0.502034505
1146	0.51936849
1147	0.512613932
1148	0.507324219
1149	0.504801432
1150	0.513916016
1151	0.515380859
1152	0.517089844
1153	0.507568359
1154	0.510172526
1155	0.504964193
1156	0.521402995
1157	0.509765625
1158	0.509277344
1159	0.528320313
1160	0.511230469
1161	0.500488281
1162	0.510416667
1163	0.52734375
1164	0.50390625
1165	0.506510417
1166	0.510091146
1167	0.5078125
1168	0.513183594
1169	0.518391927
1170	0.510986328
1171	0.516357422
1172	0.516764323
1173	0.509928385
1174	0.50374349
1175	0.510009766
1176	0.512695313
1177	0.5078125
1178	0.513183594
1179	0.505452474
1180	0.514892578
1181	0.505126953
1182	0.525634766
1183	0.521565755
1184	0.501220703
1185	0.498616536
1186	0.503011068
1187	0.510253906
1188	0.499348958
1189	0.503417969
1190	0.495361328
1191	0.506835938
1192	0.51578776
1193	0.50390625
1194	0.51554362
1195	0.512695313
1196	0.503173828
1197	0.504557292
1198	0.494140625
1199	0.502197266
1200	0.493164063
1201	0.505289714
1202	0.501383464
1203	0.51155599
1204	0.505289714
1205	0.500488281
1206	0.512207031
1207	0.504638672
1208	0.505940755
1209	0.505289714
1210	0.505940755
1211	0.503011068
1212	0.508219401
1213	0.517008464
1214	0.5078125
1215	0.497395833
1216	0.498860677
1217	0.510498047
1218	0.502522786
1219	0.505696615
1220	0.49226888
1221	0.502848307
1222	0.51180013
1223	0.507486979
1224	0.497639974
1225	0.505371094
1226	0.505371094
1227	0.500651042
1228	0.507324219
1229	0.498616536
1230	0.504882813
1231	0.513183594
1232	0.504720052
1233	0.511311849
1234	0.506917318
1235	0.500488281
1236	0.498372396
1237	0.494059245
1238	0.493815104
1239	0.498616536
1240	0.501464844
1241	0.499674479
1242	0.496500651
1243	0.495524089
1244	0.496907552
1245	0.525390625
1246	0.512939453
1247	0.515625
1248	0.494873047
1249	0.511962891
1250	0.492513021
1251	0.514241536
1252	0.502441406
1253	0.503255208
1254	0.502604167
1255	0.496663411
1256	0.513997396
1257	0.504638672
1258	0.510904948
1259	0.493815104
1260	0.499186198
1261	0.505289714
1262	0.506917318
1263	0.508544922
1264	0.504638672
1265	0.491048177
1266	0.499023438
1267	0.497151693
1268	0.497151693
1269	0.48836263
1270	0.496582031
1271	0.506347656
1272	0.508951823
1273	0.517740885
1274	0.493896484
1275	0.504801432
1276	0.508789063
1277	0.497233073
1278	0.502685547
1279	0.510416667
1280	0.502278646
1281	0.513590495
1282	0.498697917
1283	0.502929688
1284	0.513346354
1285	0.505045573
1286	0.50764974
1287	0.512369792
1288	0.50773112
1289	0.499430339
1290	0.50764974
1291	0.506998698
1292	0.496907552
1293	0.498942057
1294	0.497965495
1295	0.520507813
1296	0.517578125
1297	0.524739583
1298	0.507324219
1299	0.509440104
1300	0.502115885
1301	0.512207031
1302	0.508789063
1303	0.486572266
1304	0.497395833
1305	0.489908854
1306	0.508870443
1307	0.50789388
1308	0.50374349
1309	0.490478516
1310	0.484781901
1311	0.498942057
1312	0.525227865
1313	0.512532552
1314	0.494873047
1315	0.492594401
1316	0.495035807
1317	0.494710286
1318	0.495035807
1319	0.488769531
1320	0.507080078
1321	0.519124349
1322	0.527587891
1323	0.51570638
1324	0.494873047
1325	0.506754557
1326	0.505615234
1327	0.495279948
1328	0.502848307
1329	0.508219401
1330	0.496419271
1331	0.496826172
1332	0.496826172
1333	0.512207031
1334	0.523030599
1335	0.509277344
1336	0.512939453
1337	0.528320313
1338	0.523111979
1339	0.501953125
1340	0.507568359
1341	0.506103516
1342	0.50398763
1343	0.49601237
1344	0.521402995
1345	0.531005859
1346	0.504964193
1347	0.508544922
1348	0.503255208
1349	0.501790365
1350	0.514567057
1351	0.490559896
1352	0.499511719
1353	0.485758464
1354	0.483968099
1355	0.481770833
1356	0.513427734
1357	0.505452474
1358	0.522623698
1359	0.501302083
1360	0.480875651
1361	0.507080078
1362	0.527587891
1363	0.513834635
1364	0.509602865
1365	0.504882813
1366	0.502522786
1367	0.502360026
1368	0.491373698
1369	0.501546224
1370	0.524088542
1371	0.514322917
1372	0.526285807
1373	0.497558594
1374	0.502848307
1375	0.512288411
1376	0.502197266
1377	0.490315755
1378	0.493245443
1379	0.492431641
1380	0.490641276
1381	0.505452474
1382	0.500732422
1383	0.503417969
1384	0.504638672
1385	0.507405599
1386	0.504801432
1387	0.523111979
1388	0.515055339
1389	0.496663411
1390	0.497721354
1391	0.490559896
1392	0.492431641
1393	0.493977865
1394	0.534667969
1395	0.543701172
1396	0.512125651
1397	0.503499349
1398	0.499674479
1399	0.505045573
1400	0.50382487
1401	0.478922526
1402	0.50382487
1403	0.515136719
1404	0.496988932
1405	0.48836263
1406	0.507080078
1407	0.516031901
1408	0.541259766
1409	0.507568359
1410	0.507161458
1411	0.520182292
1412	0.524820964
1413	0.513834635
1414	0.516601563
1415	0.505289714
1416	0.495279948
1417	0.497151693
1418	0.508056641
1419	0.507242839
1420	0.504720052
1421	0.524658203
1422	0.51953125
1423	0.51163737
1424	0.514811198
1425	0.521891276
1426	0.523193359
1427	0.503011068
1428	0.495035807
1429	0.50374349
1430	0.495524089
1431	0.512044271
1432	0.510986328
1433	0.497884115
1434	0.510579427
1435	0.510172526
1436	0.506266276
1437	0.527669271
1438	0.508463542
1439	0.50797526
1440	0.49235026
1441	0.495605469
1442	0.492675781
1443	0.514078776
1444	0.511149089
1445	0.53125
1446	0.503417969
1447	0.509602865
1448	0.507568359
1449	0.529215495
1450	0.493326823
1451	0.478515625
1452	0.506673177
1453	0.52360026
1454	0.516113281
1455	0.516438802
1456	0.504638672
1457	0.501464844
1458	0.517252604
1459	0.504801432
1460	0.525797526
1461	0.505208333
1462	0.508138021
1463	0.50797526
1464	0.51180013
1465	0.503417969
1466	0.508707682
1467	0.516113281
1468	0.529622396
1469	0.512532552
1470	0.506022135
1471	0.521565755
1472	0.562174479
1473	0.54280599
1474	0.516113281
1475	0.529378255
1476	0.54288737
1477	0.532063802
1478	0.538085938
1479	0.530598958
1480	0.516276042
1481	0.488932292
1482	0.506917318
1483	0.522216797
1484	0.559326172
1485	0.516031901
1486	0.51969401
1487	0.528727214
1488	0.534098307
1489	0.533854167
1490	0.506103516
1491	0.517252604
1492	0.516194661
1493	0.518554688
1494	0.508544922
1495	0.516113281
1496	0.487711589
1497	0.522623698
1498	0.516031901
1499	0.535563151
1500	0.535725911
1501	0.536295573
1502	0.500488281
1503	0.523925781
1504	0.515380859
1505	0.525878906
1506	0.513997396
1507	0.511393229
1508	0.51578776
1509	0.518880208
1510	0.523844401
1511	0.503662109
1512	0.494791667
1513	0.501139323
1514	0.498697917
1515	0.532063802
1516	0.54671224
1517	0.519042969
1518	0.545166016
1519	0.517903646
1520	0.539632161
1521	0.510091146
1522	0.546630859
1523	0.519042969
1524	0.499593099
1525	0.538004557
1526	0.53515625
1527	0.537760417
1528	0.56648763
1529	0.561442057
1530	0.530924479
1531	0.491861979
1532	0.497639974
1533	0.541503906
1534	0.53889974
1535	0.503499349
1536	0.53108724
1537	0.527669271
1538	0.529622396
1539	0.518310547
1540	0.509440104
1541	0.532307943
1542	0.527587891
1543	0.504557292
1544	0.523193359
1545	0.506429036
1546	0.509195964
1547	0.52351888
1548	0.521158854
1549	0.512695313
1550	0.540690104
1551	0.549967448
1552	0.491536458
1553	0.512451172
1554	0.504720052
1555	0.530517578
1556	0.526774089
1557	0.509521484
1558	0.52718099
1559	0.518554688
1560	0.520914714
1561	0.513264974
1562	0.498453776
1563	0.489095052
1564	0.494628906
1565	0.548583984
1566	0.532552083
1567	0.507242839
1568	0.528889974
1569	0.506673177
1570	0.541992188
1571	0.536132813
1572	0.50016276
1573	0.506429036
1574	0.490315755
1575	0.510579427
1576	0.513671875
1577	0.512776693
1578	0.531982422
1579	0.560384115
1580	0.516845703
1581	0.498209635
1582	0.516927083
1583	0.545572917
1584	0.526855469
1585	0.514648438
1586	0.51953125
1587	0.505045573
1588	0.502034505
1589	0.509602865
1590	0.506347656
1591	0.548339844
1592	0.52335612
1593	0.51163737
1594	0.533610026
1595	0.540608724
1596	0.524576823
1597	0.521240234
1598	0.511474609
1599	0.524169922
1600	0.532714844
1601	0.5234375
1602	0.507486979
1603	0.508789063
1604	0.518473307
1605	0.544026693
1606	0.526855469
1607	0.507161458
1608	0.503662109
1609	0.538411458
1610	0.538330078
1611	0.526529948
1612	0.528157552
1613	0.512207031
1614	0.517089844
1615	0.518391927
1616	0.510335286
1617	0.504638672
1618	0.51953125
1619	0.535563151
1620	0.527099609
1621	0.539632161
1622	0.515055339
1623	0.519938151
1624	0.506998698
1625	0.495198568
1626	0.518554688
1627	0.515055339
1628	0.507324219
1629	0.532307943
1630	0.512858073
1631	0.513346354
1632	0.532145182
1633	0.526936849
1634	0.538411458
1635	0.54313151
1636	0.512532552
1637	0.49235026
1638	0.526936849
1639	0.543945313
1640	0.522379557
1641	0.528076172
1642	0.504557292
1643	0.527832031
1644	0.521321615
1645	0.536132813
1646	0.495524089
1647	0.530680339
1648	0.50374349
1649	0.520507813
1650	0.518473307
1651	0.517903646
1652	0.513997396
1653	0.51570638
1654	0.551595052
1655	0.55094401
1656	0.513834635
1657	0.531819661
1658	0.510172526
1659	0.568603516
1660	0.553710938
1661	0.540690104
1662	0.524820964
1663	0.540527344
1664	0.523111979
