Iteration;real reward;Average (50 iters);Std;Niederwert;Hochwert
804;100.4008845;90.36930182;11.87674872;78.49255309;102.2460505
805;87.21731476;89.27069725;11.87395351;77.39674374;101.1446508
806;121.305192;90.73623628;11.89515758;78.8410787;102.6313939
807;82.76991562;90.73027409;11.91737351;78.81290057;102.6476476
808;39.88485221;90.55289495;11.93461765;78.61827731;102.4875126
809;97.74214036;91.15182129;11.98056523;79.17125606;103.1323865
810;79.59631894;92.04775038;11.98587908;80.0618713;104.0336295
811;83.01697529;92.62877017;11.93988316;80.68888701;104.5686533
812;127.5105151;93.6827143;11.90739912;81.77531519;105.5901134
813;123.6799552;94.20446781;11.88899206;82.31547575;106.0934599
814;86.00525409;96.38135573;11.77670188;84.60465385;108.1580576
815;118.6912122;96.92945894;11.63519216;85.29426678;108.5646511
816;177.2811006;97.09564211;11.4886888;85.60695331;108.5843309
817;81.38438238;98.79491657;11.34260676;87.45230981;110.1375233
818;86.6160841;99.24283717;11.17692857;88.0659086;110.4197657
819;125.0262189;100.2039356;10.98549702;89.21843857;111.1894326
820;105.0594215;101.2641436;10.7871306;90.47701299;112.0512742
821;130.9361224;101.2251881;10.591776;90.63341213;111.8169641
822;32.9033637;102.6571618;10.44083208;92.21632969;113.0979939
823;145.5599009;102.6304752;10.25385719;92.376618;112.8843324
824;178.6056625;104.2044686;10.09387215;94.11059647;114.2983408
825;114.7094182;105.4546424;9.951617001;95.50302538;115.4062594
826;128.3245079;106.7670734;9.788652505;96.97842086;116.5557259
827;88.55749201;105.9827167;9.573268852;96.40944788;115.5559856
828;94.54218805;107.4317618;9.30959916;98.12216267;116.741361
829;141.8649192;107.6910921;9.03971831;98.65137383;116.7308104
830;8.962044126;107.8477039;8.803128273;99.04457558;116.6508321
831;83.75147263;109.5115416;8.536057527;100.975484;118.0475991
832;65.66992451;110.1688224;8.321530864;101.8472915;118.4903532
833;49.67856131;110.7945666;8.117205596;102.677361;118.9117722
834;127.2499417;113.6825486;7.900458784;105.7820898;121.5830074
835;95.38220428;113.8116237;7.68729387;106.1243298;121.4989175
836;127.0898308;114.2630228;7.51685293;106.7461698;121.7798757
837;144.3353078;115.4062297;7.332348608;108.073881;122.7385783
838;119.7879419;115.7556465;7.154014617;108.6016319;122.9096612
839;147.8087254;114.7546058;6.915811723;107.8387941;121.6704176
840;119.1127748;114.9140741;6.749945649;108.1641284;121.6640197
841;109.9866627;114.8185533;6.601110663;108.2174426;121.4196639
842;104.1186053;113.7412862;6.412894238;107.3283919;120.1541804
843;106.0787503;113.3740227;6.238775074;107.1352476;119.6127978
844;98.45219303;113.4829614;6.085353402;107.397608;119.5683148
845;146.5455712;113.3784362;5.968889486;107.4095467;119.3473257
846;118.3170728;114.5941753;5.875543093;108.7186322;120.4697184
847;110.0513765;114.6404339;5.742563305;108.8978706;120.3829972
848;68.28727909;116.4151972;5.70389861;110.7112986;122.1190958
849;142.5316113;115.7902089;5.625003375;110.1652055;121.4152122
850;164.7151803;115.1185185;5.55661478;109.5619037;120.6751333
851;147.6169774;114.4284648;5.458347209;108.9701176;119.886812
852;39.70312922;112.8808603;5.357646758;107.5232135;118.2385071
853;160.5280895;112.202132;5.233392383;106.9687396;117.4355244
854;107.2931586;112.1202361;5.106110098;107.014126;117.2263462
855;108.3880823;111.1395718;4.975051674;106.1645201;116.1146234
856;172.0730382;113.8826305;4.819615962;109.0630145;118.7022464
857;154.8265133;115.4869412;4.700205999;110.7867352;120.1871472
858;114.6828718;117.5471113;4.588365306;112.958746;122.1354766
859;187.1719321;118.9588661;4.481142422;114.4777236;123.4400085
860;104.3249698;119.78765;4.435776751;115.3518732;124.2234267
861;102.6176732;121.4194801;4.412032568;117.0074475;125.8315126
862;141.3205266;121.6800559;4.394679685;117.2853762;126.0747355
863;145.3307763;121.8837041;4.389767434;117.4939367;126.2734716
864;72.6268787;120.6867654;4.367467035;116.3192983;125.0542324
865;94.13813586;121.2966522;4.323385122;116.9732671;125.6200373
866;113.8196501;122.3812608;4.27931734;118.1019434;126.6605781
867;122.3404792;122.2400596;4.227923061;118.0121365;126.4679827
868;62.65394392;121.4982531;4.145402865;117.3528502;125.6436559
869;92.1719595;122.7946843;4.045916758;118.7487676;126.8406011
870;119.6954335;123.7968692;3.945132877;119.8517363;127.7420021
871;167.0621148;124.2159201;3.835638503;120.3802816;128.0515586
872;133.2953126;124.2020161;3.753386024;120.4486301;127.9554022
873;123.4162919;126.0982067;3.671459688;122.426747;129.7696664
874;113.6854935;126.0828287;3.633109147;122.4497195;129.7159378
875;144.3494555;125.4959457;3.574871126;121.9210745;129.0708168
876;79.51667712;123.8836757;3.499173807;120.3845019;127.3828495
877;49.39667999;122.7830713;3.390993412;119.3920779;126.1740647
878;53.94234836;123.9781582;3.211001528;120.7671567;127.1891597
879;90.36549662;122.4520571;2.984320779;119.4677363;125.4363779
880;91.85103927;122.7884593;2.72785724;120.0606021;125.5163166
881;148.8580381;122.3320953;2.341196696;119.9908986;124.673292
882;165.5713193;121.8385798;2.099695174;119.7388846;123.938275
883;170.7385997;121.793555;1.902130273;119.8914248;123.6956853
884;121.6780543;121.5573014;1.800173564;119.7571279;123.357475
885;169.5179213;120.6174993;1.749221096;118.8682782;122.3667204
886;178.6055391;122.502752;1.762242851;120.7405091;124.2649948
887;140.3791959;122.6887076;1.844617807;120.8440897;124.5333254
888;154.7213699;122.4493544;1.954515211;120.4948392;124.4038696
889;58.7440656;120.6417679;2.034081095;118.6076868;122.675849
890;178.9129518;120.5386823;2.050960555;118.4877218;122.5896429
891;174.4278129;120.5542492;2.0835388;118.4707104;122.637788
892;102.7854035;120.0210281;2.202132782;117.8188953;122.2231609
893;66.28647245;120.0479869;2.348785513;117.6992014;122.3967724
894;172.1967446;119.9417235;2.524377158;117.4173463;122.4661007
895;149.5636216;120.8245706;2.722553212;118.1020174;123.5471238
896;167.9171662;121.4153888;2.914615697;118.5007731;124.3300045
897;117.6079702;120.2496146;3.095253713;117.1543609;123.3448684
898;206.7570966;119.099363;3.200328424;115.8990346;122.2996914
899;67.50299954;119.1333617;3.338903833;115.7944579;122.4722655
900;112.600577;119.7734666;3.377553647;116.3959129;123.1510202
901;82.48941043;119.0375886;3.405253156;115.6323354;122.4428417
902;91.48615672;119.7892818;3.501910121;116.2873717;123.2911919
903;100.6525603;122.2041539;3.580869997;118.6232839;125.7850239
904;82.69693286;123.3698638;3.636438475;119.7334253;127.0063023
905;124.4496719;124.054878;3.647256301;120.4076217;127.7021343
906;85.11351716;124.0990939;3.637366547;120.4617274;127.7364605
907;146.9037462;124.1515135;3.616187539;120.535326;127.7677011
908;152.5302508;122.3145617;3.598077878;118.7164838;125.9126396
909;102.6339387;121.5956351;3.57009306;118.025542;125.1657282
910;139.2420241;122.1894741;3.544357893;118.6451162;125.733832
911;200.4728552;119.3204395;3.533133087;115.7873064;122.8535726
912;112.1014077;118.07086;3.485054799;114.5858052;121.5559148
913;129.1135149;117.3140107;3.429543112;113.8844675;120.7435538
914;53.14386596;117.8208721;3.380216989;114.4406551;121.2010891
915;67.36951415;119.6127176;3.369004987;116.2437126;122.9817225
916;94.93204729;119.0927317;3.361897049;115.7308347;122.4546288
917;86.6253734;116.5490452;3.393100777;113.1559444;119.942146
918;123.7153776;115.7014327;3.468354631;112.2330781;119.1697874
919;57.23451116;114.8514377;3.54321348;111.3082242;118.3946511
920;137.1971603;113.8644841;3.664630433;110.1998537;117.5291146
921;149.8271648;113.1950706;3.716974296;109.4780963;116.9120449
922;107.6076309;112.7251493;3.705835247;109.019314;116.4309845
923;74.6324792;113.8418843;3.702340347;110.139544;117.5442247
924;125.1502244;111.5378252;3.706392922;107.8314323;115.2442181
925;146.3308417;113.1238162;3.709776922;109.4140393;116.8335931
926;106.8196779;113.4424763;3.705637228;109.7368391;117.1481136
927;117.8530337;112.4532522;3.713119252;108.740133;116.1663715
928;172.5551558;113.1565885;3.748258284;109.4083302;116.9048468
929;113.3935531;112.6809862;3.77959736;108.9013888;116.4605836
930;125.3012217;115.0815568;3.795808847;111.2857479;118.8773656
931;94.10605012;115.4851788;3.778019067;111.7071597;119.2631978
932;151.5314392;116.5103568;3.728810809;112.781546;120.2391676
933;71.88677444;116.7558931;3.666616885;113.0892763;120.42251
934;134.0733432;117.950768;3.634455516;114.3163125;121.5852235
935;151.9638433;118.0209736;3.628683686;114.39229;121.6496573
936;23.19715672;119.306209;3.596500822;115.7097082;122.9027099
937;114.8769824;118.2449719;3.589932091;114.6550398;121.834904
938;101.779882;118.2358178;3.591407456;114.6444104;121.8272253
939;180.5713032;119.2275212;3.600157058;115.6273642;122.8276783
940;150.1281842;119.6818474;3.628496228;116.0533512;123.3103436
941;152.3936746;119.962109;3.671265277;116.2908437;123.6333743
942;44.69979878;122.2046105;3.733343541;118.471267;125.9379541
943;59.5571694;123.6228402;3.827052051;119.7957882;127.4498923
944;22.93672335;123.7191723;3.926912678;119.7922597;127.646085
945;121.8621145;125.189709;3.97650369;121.2132053;129.1662126
946;115.4235297;123.4583956;4.062396596;119.395999;127.5207922
947;143.9511808;120.5925892;4.165342663;116.4272465;124.7579318
948;174.5614582;119.8354751;4.301402827;115.5340723;124.1368779
949;89.25007897;119.8545186;4.539671088;115.3148475;124.3941897
950;148.3885422;119.7851963;4.791014214;114.9941821;124.5762105
951;128.8522438;118.1410748;5.118662973;113.0224118;123.2597378
952;32.03897934;116.6808446;5.494133304;111.1867113;122.174978
953;127.356308;114.4850761;5.826724181;108.6583519;120.3118002
954;76.39684332;112.9782367;6.144559103;106.8336776;119.1227958
955;205.1260328;112.1430988;6.429722154;105.7133767;118.572821
956;145.0343921;112.1150132;6.829975764;105.2850374;118.9449889
957;137.3975972;112.6633192;7.25707353;105.4062456;119.9203927
958;159.4260999;112.5208342;7.643356049;104.8774781;120.1641902
959;213.4688675;113.2737754;8.077392492;105.196383;121.3511679
960;106.214427;112.5721642;8.516399125;104.0557651;121.0885633
961;204.7890292;112.5923679;8.896665667;103.6957022;121.4890335
962;146.3497627;114.4510171;9.322150418;105.1288667;123.7731675
963;111.634549;114.8914402;9.738168926;105.1532713;124.6296092
964;179.6903882;114.5572564;10.08308061;104.4741758;124.640337
965;76.31450038;112.942379;10.51243172;102.4299473;123.4548108
966;81.66285677;111.1449258;10.926736;100.2181898;122.0716618
967;209.2996236;110.499332;11.30703959;99.19229239;121.8063716
968;158.9550884;110.006447;11.72433674;98.28211026;121.7307837
969;128.6283159;109.6370496;12.10801989;97.5290297;121.7450695
970;132.2318786;111.2460754;12.50693684;98.7391386;123.7530123
971;48.90017682;109.5363194;12.86338857;96.67293081;122.3997079
972;3.671038595;108.6633233;13.19768009;95.46564316;121.8610033
973;68.99481336;107.4227879;13.46047706;93.96231088;120.883265
974;75.60369885;104.9911248;13.65857802;91.33254677;118.6497028
975;121.6147858;103.7713952;13.81986984;89.95152534;117.591265
976;62.48064581;102.1381673;14.00803791;88.1301294;116.1462052
977;32.34794034;100.6073418;14.20724873;86.40009305;114.8145905
978;5.868836056;100.6656579;14.37124608;86.29441178;115.0369039
979;95.70634928;100.4643556;14.4967138;85.96764184;114.9610694
980;70.80151977;100.6013212;14.61300811;85.98831312;115.2143293
981;123.8688532;97.42803565;14.72142611;82.70660953;112.1494618
982;122.0696564;95.93735471;14.84140908;81.09594562;110.7787638
983;144.2647055;95.68846415;14.96296045;80.72550369;110.6514246
984;110.2867788;93.64234248;15.1032382;78.53910428;108.7455807
985;98.29117066;92.13791419;15.20330276;76.93461142;107.341217
986;152.9942295;92.29730803;15.28571456;77.01159347;107.5830226
987;117.9882684;89.7044034;15.36358567;74.34081773;105.0679891
988;137.3385612;89.10262241;15.34055087;73.76207154;104.4431733
989;84.73650826;89.63322166;15.29431653;74.33890513;104.9275382
990;98.2125562;86.05345192;15.22265009;70.83080183;101.276102
991;58.45807084;84.84487675;15.16073225;69.6841445;100.005609
992;119.4683877;84.12884767;15.08961192;69.03923575;99.2184596
993;19.56266446;80.61284068;15.01565086;65.59718982;95.62849155
994;40.71790202;78.84457041;14.82741687;64.01715354;93.67198728
995;104.9970412;76.71401303;14.57841505;62.13559798;91.29242808
996;34.66455555;74.80462584;14.25143753;60.55318831;89.05606337
997;70.90072738;74.64179938;13.93629355;60.70550583;88.57809293
998;80.68388013;76.64189411;13.59130181;63.0505923;90.23319592
999;50.54663732;77.35140723;13.23934706;64.11206017;90.59075428
1000;27.04386903;76.82804773;12.91034532;63.91770242;89.73839305
1001;65.09392061;74.531266;12.56588988;61.96537613;87.09715588
1002;50.78014189;73.85872826;12.22252594;61.63620232;86.0812542
1003;35.01309945;74.42313689;11.85489785;62.56823904;86.27803474
1004;117.0898943;75.88704742;11.42296582;64.4640816;87.31001324
1005;83.3820888;76.02402429;10.95352317;65.07050112;86.97754747
1006;43.28846813;75.64263549;10.43789694;65.20473854;86.08053243
1007;69.00966405;73.91946467;10.00165505;63.91780962;83.92111973
1008;124.7041787;72.01246209;9.601926289;62.4105358;81.61438838
1009;55.07389516;70.01878124;9.177602106;60.84117913;79.19638334
1010;136.7430243;69.09563991;8.796690943;60.29894897;77.89233085
1011;114.3435132;68.64205927;8.502772227;60.13928704;77.1448315
1012;72.55089269;67.10493669;8.192455643;58.91248105;75.29739233
1013;115.6589323;66.78511452;7.949705453;58.83540906;74.73481997
1014;138.6951109;65.1148999;7.729010845;57.38588905;72.84391074
1015;-2.877868775;64.23676875;7.466433112;56.77033564;71.70320186
1016;14.67716688;63.6326052;7.249905544;56.38269965;70.88251074
1017;45.14537387;63.90653896;6.985375037;56.92116393;70.891914
1018;29.983267;62.74356875;6.710624113;56.03294463;69.45419286
1019;68.77330433;65.3891429;6.51968669;58.86945621;71.90882959
1020;19.96988965;66.15577412;6.379723981;59.77605014;72.53549811
1021;34.85313195;64.42241071;6.263883471;58.15852724;70.68629419
1022;40.59602737;64.01170444;6.18848701;57.82321743;70.20019145
1023;105.6758699;63.98837632;6.115617376;57.87275894;70.10399369
1024;105.1799823;63.65334513;5.999531099;57.65381404;69.65287623
1025;48.91236461;64.179362;5.869976186;58.30938581;70.04933818
1026;4.478917652;64.44458961;5.760866107;58.6837235;70.20545571
1027;28.18122082;64.82268484;5.699588112;59.12309672;70.52227295
1028;61.13278055;66.54061612;5.645822483;60.89479363;72.1864386
1029;80.528273;67.17877711;5.543698349;61.63507876;72.72247546
1030;102.6921699;66.51705556;5.364496712;61.15255885;71.88155227
1031;51.35069055;65.06541122;5.164322155;59.90108906;70.22973337
1032;35.98714179;65.24377613;4.917277881;60.32649825;70.16105401
1033;24.81252453;63.82071031;4.706393709;59.1143166;68.52710401
1034;42.58698204;62.65354322;4.521880608;58.13166261;67.17542382
1035;63.20657127;62.29806823;4.383209307;57.91485893;66.68127754
1036;75.15855802;59.38658083;4.248116456;55.13846438;63.63469729
1037;74.60097785;57.61031837;4.117447433;53.49287094;61.72776581
1038;101.6773375;57.5094812;4.043846469;53.46563473;61.55332766
1039;52.15761565;55.96571878;3.99855025;51.96716853;59.96426903
1040;39.95181967;54.56570255;4.006709186;50.55899336;58.57241174
1041;67.4002151;56.60090644;4.035297824;52.56560862;60.63620427
1042;72.42869281;58.43342126;4.085225108;54.34819615;62.51864636
1043;60.15690664;58.27244618;4.137300224;54.13514595;62.4097464
1044;154.4869463;59.60538344;4.22026259;55.38512085;63.82564603
1045;79.8160945;59.14549165;4.314977765;54.83051389;63.46046942
1046;16.59550734;60.50844158;4.395985038;56.11245654;64.90442662
1047;13.71853566;60.60988487;4.480549158;56.12933571;65.09043403
1048;69.7109929;59.95073685;4.525707483;55.42502937;64.47644433
1049;63.5972899;58.02276965;4.538964687;53.48380496;62.56173433
1050;77.37349726;56.43777221;4.546341189;51.89143103;60.9841134
1051;40.57047721;55.41856931;4.567993724;50.85057559;59.98656304
1052;84.37677726;55.84447505;4.561426173;51.28304888;60.40590123
1053;138.3946372;55.58193658;4.544353563;51.03758302;60.12629015
1054;67.55930992;55.66930384;4.518690394;51.15061345;60.18799424
1055;83.3420955;55.08056335;4.457449999;50.62311335;59.53801335
1056;9.348227195;54.25118277;4.428064675;49.82311809;58.67924744
1057;52.38507882;54.99067369;4.403329405;50.58734428;59.39400309
1058;-3.566693098;55.39292181;4.348253093;51.04466872;59.7411749
1059;65.17865711;56.73108379;4.305208944;52.42587484;61.03629273
1060;36.9446711;57.56930949;4.297879627;53.27142986;61.86718911
1061;-11.74283313;58.68461544;4.282814014;54.40180143;62.96742946
1062;23.7541278;58.55437191;4.316219477;54.23815243;62.87059139
1063;67.40819654;57.36984505;4.367277463;53.00256759;61.73712252
1064;36.92704911;55.86804241;4.429512949;51.43852946;60.29755536
1065;67.29428321;55.13286825;4.517232372;50.61563588;59.65010063
1066;100.9175298;54.74519665;4.638302253;50.1068944;59.3834989
1067;108.1354223;54.06748297;4.759581132;49.30790184;58.8270641
1068;36.93564478;53.46941378;4.894189747;48.57522403;58.36360353
1069;97.96306763;52.79815939;5.006617798;47.79154159;57.80477719
1070;45.31882292;50.44552127;5.117451519;45.32806975;55.56297279
1071;89.48033611;49.63155895;5.224426666;44.40713228;54.85598562
1072;40.02673956;50.25000057;5.301365806;44.94863477;55.55136638
1073;6.979478328;51.19328748;5.346087175;45.84720031;56.53937466
1074;7.349542565;51.81932211;5.376463033;46.44285908;57.19578514
1075;24.3451133;51.89397521;5.428444185;46.46553102;57.32241939
1076;-3.06698341;50.43491757;5.49450022;44.94041735;55.92941779
1077;26.20011043;50.56184523;5.532269485;45.02957574;56.09411471
1078;14.79175882;49.92525473;5.544660083;44.38059464;55.46991481
1079;65.58851084;47.63803625;5.540208212;42.09782804;53.17824446
1080;50.50250784;46.97856498;5.53842978;41.4401352;52.51699476
1081;60.39376015;46.12387669;5.54993265;40.57394404;51.67380934
1082;89.06472741;46.77395277;5.580026519;41.19392625;52.35397929
1083;56.50179611;46.56368388;5.610452875;40.95323101;52.17413676
1084;93.05878547;47.11782925;5.63429685;41.4835324;52.7521261
1085;85.33649264;46.72817642;5.637966932;41.09020948;52.36614335
1086;120.087175;46.68109196;5.602304789;41.07878718;52.28339675
1087;68.51613785;47.43628446;5.55386968;41.88241478;52.99015414
1088;14.19010815;47.74052108;5.50589418;42.2346269;53.24641526
1089;25.08540296;47.06761715;5.443813853;41.6238033;52.51143101
1090;14.66373353;46.63830268;5.409570053;41.22873262;52.04787273
1091;20.18056791;45.6626584;5.359805161;40.30285324;51.02246356
1092;32.83681733;44.66825798;5.281894701;39.38636328;49.95015268
1093;41.92716407;42.89212776;5.206269276;37.68585848;48.09839704
1094;25.92293272;42.98802906;5.142849977;37.84517909;48.13087904
1095;34.50240215;41.53733285;5.09422392;36.44310893;46.63155677
1096;38.30401626;41.29868341;5.113344732;36.18533868;46.41202815
1097;48.13603016;40.28640307;5.145658608;35.14074446;45.43206167
1098;61.82616809;40.22324938;5.153454702;35.06979468;45.37670408
1099;101.6387588;40.43340806;5.129611773;35.30379629;45.56301984
1100;67.40459793;40.84169608;5.113387166;35.72830892;45.95508325
1101;2.961557625;41.0748151;5.083301668;35.99151343;46.15811677
1102;47.04378791;42.29680562;5.071494901;37.22531072;47.36830052
1103;51.91066167;42.42603652;5.033218194;37.39281833;47.45925471
1104;21.74649483;42.8821641;5.006809544;37.87535455;47.88897364
1105;33.92627521;42.15951502;5.02967567;37.12983935;47.18919069
1106;39.75299274;41.67190509;5.059535626;36.61236946;46.73144071
1107;42.50210723;41.17671941;5.10519556;36.07152385;46.28191497
1108;41.66136571;40.03046591;5.119061499;34.91140441;45.14952741
1109;24.69472059;39.32351007;5.127991625;34.19551844;44.45150169
1110;45.30636256;38.02718049;5.094919634;32.93226086;43.12210012
1111;34.54336404;37.54079131;5.074116896;32.46667441;42.6149082
1112;26.77198433;35.76118554;5.030125808;30.73105973;40.79131134
1113;39.27019502;34.92262092;4.935467107;29.98715381;39.85808803
1114;33.09009657;35.66112293;4.799296688;30.86182624;40.46041962
1115;15.03201071;35.69741326;4.654636382;31.04277688;40.35204964
1116;17.53642501;36.15575252;4.491572326;31.66418019;40.64732484
1117;50.20310856;36.7031911;4.340280531;32.36291057;41.04347163
1118;17.552781;36.66750319;4.216397689;32.4511055;40.88390088
1119;41.82661126;36.20784396;4.134720866;32.07312309;40.34256482
1120;23.97756053;35.76695003;4.038670707;31.72827932;39.80562074
1121;33.14770189;35.38105424;3.971522256;31.40953199;39.3525765
1122;37.85403834;35.1206414;3.900173326;31.22046808;39.02081473
1123;36.80590172;34.79714692;3.849226869;30.94792005;38.64637379
1124;17.69757111;34.19878296;3.792553697;30.40622927;37.99133666
1125;28.17223156;32.57251874;3.7187737;28.85374504;36.29129244
1126;36.23418304;32.07401815;3.624787585;28.44923057;35.69880573
1127;59.25453341;32.34732223;3.515493096;28.83182914;35.86281533
1128;32.79088616;32.22976715;3.347425519;28.88234164;35.57719267
1129;38.05426516;31.82980382;3.157214932;28.67258889;34.98701876
1130;28.73340808;31.98947022;2.925076576;29.06439364;34.91454679
1131;25.63440123;31.78600968;2.710599858;29.07540983;34.49660954
1132;35.13929046;31.46388653;2.518723668;28.94516286;33.9826102
1133;30.60579881;31.34733353;2.345870327;29.00146321;33.69320386
1134;20.44704824;31.11553313;2.243674041;28.87185908;33.35920717
1135;26.94597708;31.31447355;2.181480917;29.13299263;33.49595446
1136;60.53064425;30.6682814;2.185286152;28.48299525;32.85356755
1137;29.3272808;30.83353425;2.178384427;28.65514982;33.01191867
1138;25.74934252;30.89165142;2.227345064;28.66430636;33.11899649
1139;51.85371056;31.05802545;2.280646013;28.77737944;33.33867146
1140;26.93620982;31.52589209;2.331662999;29.19422909;33.85755509
1141;38.03903568;32.09183731;2.400375165;29.69146215;34.49221248
1142;48.09993551;32.45545111;2.473130383;29.98232073;34.92858149
1143;31.01673383;32.104611;2.539817782;29.56479322;34.64442878
1144;18.48454342;32.49064845;2.629649539;29.86099891;35.12029799
1145;3.437342366;32.41848853;2.746680992;29.67180753;35.16516952
1146;14.82171708;32.88785013;2.894126638;29.99372349;35.78197677
1147;25.02296138;33.12143555;3.07792108;30.04351447;36.19935663
1148;31.63781142;33.17609945;3.262984354;29.91311509;36.4390838
1149;31.30960641;33.32952783;3.420875107;29.90865272;36.75040294
1150;18.69928346;34.07932024;3.589964706;30.48935553;37.66928494
1151;41.98106772;34.52472141;3.751524014;30.7731974;38.27624543
1152;16.90006587;34.77729253;3.894445226;30.8828473;38.67173775
1153;41.04847888;35.03336868;4.034849114;30.99851956;39.06821779
1154;31.5125318;34.95072301;4.143102559;30.80762045;39.09382556
1155;29.88948092;35.52865315;4.241660807;31.28699234;39.77031395
1156;23.54978803;35.61962336;4.327431299;31.29219207;39.94705466
1157;23.32471195;36.67020843;4.413380021;32.25682841;41.08358845
1158;36.55790424;36.98518639;4.488059061;32.49712733;41.47324545
1159;29.83954497;37.59322324;4.544570123;33.04865312;42.13779336
1160;34.84068213;37.832972;4.585502299;33.2474697;42.41847429
1161;12.35056312;38.12779206;4.623867197;33.50392486;42.75165926
1162;42.97125921;37.3247646;4.643819628;32.68094497;41.96858422
1163;29.73596019;37.70791688;4.648896786;33.0590201;42.35681367
1164;47.75527052;37.59403575;4.655705662;32.93833009;42.24974141
1165;56.95129528;37.84379287;4.638198408;33.20559446;42.48199128
1166;43.89521693;38.44048428;4.599501045;33.84098323;43.03998532
1167;36.08072863;38.81877119;4.572034078;34.24673711;43.39080527
1168;32.31026303;38.99728673;4.548871617;34.44841511;43.54615835
1169;37.24069083;39.64595414;4.505522983;35.14043115;44.15147712
1170;38.14645525;40.24331134;4.467288625;35.77602271;44.71059996
1171;47.91500246;41.00672679;4.411508097;36.59521869;45.41823488
1172;45.06055838;41.99113611;4.355820326;37.63531578;46.34695644
1173;40.64189693;42.34344861;4.288433438;38.05501517;46.63188204
1174;44.63074914;42.0765816;4.212504923;37.86407668;46.28908652
1175;55.93698398;42.70446049;4.135370673;38.56908982;46.83983117
1176;50.88769154;43.27826271;4.078168333;39.20009437;47.35643104
1177;49.11530982;43.46656951;4.008612737;39.45795677;47.47518225
1178;72.31441706;43.73297239;3.929279606;39.80369279;47.662252
1179;28.5759569;43.37489453;3.827465276;39.54742926;47.20235981
1180;67.52870237;43.72782586;3.701809456;40.0260164;47.42963532
1181;33.37288918;43.69709545;3.580581474;40.11651398;47.27767692
1182;79.2142394;44.24947899;3.441995844;40.80748315;47.69147484
1183;51.20316682;44.59142694;3.32414846;41.26727848;47.9155754
1184;61.61567796;44.61702209;3.204417478;41.41260461;47.82143957
1185;32.67423475;44.81801632;3.096650102;41.72136622;47.91466642
1186;41.98180045;45.07751405;2.988404291;42.08910976;48.06591834
1187;19.57624353;45.62150461;2.881510377;42.73999423;48.50301499
1188;48.86804733;45.58026906;2.732430041;42.84783902;48.3126991
1189;19.94140475;46.15817035;2.584283938;43.57388642;48.74245429
1190;64.59132377;45.82210271;2.415718168;43.40638455;48.23782088
1191;57.36747158;45.14998159;2.235490843;42.91449075;47.38547243
1192;57.33166829;45.48527373;2.068749247;43.41652448;47.55402297
1193;57.20422794;45.79435899;1.909025139;43.88533385;47.70338413
1194;64.09877163;46.06685932;1.739927786;44.32693153;47.8067871
1195;48.94976063;46.39960768;1.599305763;44.80030192;47.99891345
1196;42.37153028;46.49451525;1.476375809;45.01813944;47.97089106
1197;65.02659257;46.5399672;1.397102729;45.14286447;47.93706993
1198;42.99089873;46.43572155;1.375926472;45.05979508;47.81164803
1199;18.02759407;46.71050971;1.368404446;45.34210526;48.07891415
1200;63.33142997;47.14807671;1.337035692;45.81104102;48.4851124
1201;47.96319632;47.51393098;1.349539319;46.16439166;48.8634703
1202;51.58471479;47.08836828;1.368836313;45.71953197;48.4572046
1203;30.48661275;46.97950222;1.402640012;45.57686221;48.38214223
1204;22.78650812;46.23891123;1.433658649;44.80525258;47.67256987
1205;49.51202945;46.00097623;1.445247914;44.55572831;47.44622414
1206;28.32223008;45.84339824;1.475728676;44.36766957;47.31912692
1207;51.72134875;45.50582343;1.479649475;44.02617396;46.98547291
1208;40.76405703;44.86966661;1.484113697;43.38555292;46.35378031
1209;37.86325707;44.5821128;1.491330812;43.09078199;46.07344361
1210;40.09025075;44.45182555;1.497994695;42.95383085;45.94982024
1211;48.07506628;44.44773019;1.503825226;42.94390497;45.95155542
1212;40.09408172;44.29733677;1.505233865;42.7921029;45.80257063
1213;40.86824621;45.01775083;1.501811874;43.51593895;46.5195627
1214;59.20892608;44.85423634;1.496442982;43.35779336;46.35067932
1215;30.61582086;45.30567634;1.483116218;43.82256013;46.78879256
1216;22.67311801;44.16393681;1.474217619;42.68971919;45.63815443
1217;60.9951158;44.15160757;1.482648128;42.66895945;45.6342557
1218;51.844077;43.55687618;1.490274217;42.06660196;45.0471504
1219;46.20777982;43.68148509;1.491998916;42.18948617;45.17348401
1220;54.2108575;43.22955128;1.483638042;41.74591323;44.71318932
1221;42.98674102;43.48384999;1.462238947;42.02161104;44.94608893
1222;50.23305216;43.03098916;1.436286388;41.59470277;44.46727555
1223;39.74403029;42.55968711;1.407575691;41.15211142;43.9672628
1224;54.65609281;42.55715357;1.380013368;41.1771402;43.93716693
1225;66.94666613;42.98029774;1.341917305;41.63838043;44.32221504
1226;74.59555174;42.34790718;1.288686167;41.05922101;43.63659334
1227;29.18399412;42.59962379;1.228953535;41.37067026;43.82857733
1228;43.56314073;42.28273473;1.170758076;41.11197665;43.4534928
1229;34.54427623;42.46254952;1.107748184;41.35480134;43.57029771
1230;16.44127202;42.87970534;1.074298956;41.80540639;43.9540043
1231;59.49222513;42.43010103;1.037332901;41.39276813;43.46743394
1232;16.15657377;43.4561779;1.007161675;42.44901622;44.46333957
1233;46.77024176;43.80542744;0.981209964;42.82421747;44.7866374
1234;36.53792238;43.70963465;0.972110929;42.73752372;44.68174558
