Iteration;real reward;Average (50 iters);Std;Niederwert;Hochwert
1531;174.5789669;113.5090531;6.96483164;106.5442214;120.4738847
1532;79.31788406;114.0187008;6.95466566;107.0640352;120.9733665
1533;135.0737314;114.0030732;6.941238166;107.061835;120.9443113
1534;50.22271837;117.7051784;6.921923836;110.7832546;124.6271022
1535;130.7757807;119.5465352;6.910790465;112.6357447;126.4573256
1536;169.6101953;118.8419804;6.890100718;111.9518797;125.7320811
1537;61.84225483;120.2683811;6.891899549;113.3764815;127.1602806
1538;146.0213978;119.3317057;6.882279648;112.4494261;126.2139854
1539;107.6533954;119.5213966;6.825038971;112.6963576;126.3464356
1540;106.3757707;120.0479432;6.746350679;113.3015925;126.7942938
1541;120.0669571;120.4285748;6.628524726;113.80005;127.0570995
1542;84.68829376;120.3808247;6.495685731;113.8851389;126.8765104
1543;61.09437674;120.0877725;6.350083589;113.7376889;126.4378561
1544;115.637843;119.9300042;6.133845004;113.7961592;126.0638492
1545;91.38699707;120.0801967;5.921920327;114.1582764;126.002117
1546;107.1266178;119.4345059;5.625916672;113.8085893;125.0604226
1547;154.090616;120.7356409;5.272742388;115.4628985;126.0083833
1548;99.79827553;121.4614976;4.989207402;116.4722902;126.450705
1549;153.2833874;122.8623284;4.721800297;118.1405281;127.5841287
1550;88.95562558;123.0150046;4.496245359;118.5187592;127.51125
1551;140.9954468;124.8626859;4.22771969;120.6349662;129.0904056
1552;59.87327226;124.8822323;3.995230223;120.8870021;128.8774625
1553;118.4688356;124.7608882;3.686335216;121.074553;128.4472234
1554;174.5316067;124.2298758;3.357413672;120.8724621;127.5872895
1555;127.5571833;122.4373575;3.136130539;119.301227;125.5734881
1556;135.4694067;122.0401982;2.978683547;119.0615146;125.0188817
1557;143.574072;121.3212019;2.767969379;118.5532325;124.0891713
1558;111.1468862;122.2241732;2.617036096;119.6071371;124.8412093
1559;224.812587;121.8054965;2.52306265;119.2824338;124.3285591
1560;116.1173127;123.5173285;2.743465826;120.7738627;126.2607944
1561;73.48352838;123.4625825;2.971272641;120.4913098;126.4338551
1562;215.5384423;123.9905037;3.135231174;120.8552725;127.1257348
1563;102.5093055;125.5279085;3.405663966;122.1222445;128.9335724
1564;148.965382;124.261624;3.588496905;120.673127;127.8501209
1565;110.1992391;124.7810229;3.801350038;120.9796729;128.582373
1566;138.2391105;124.9911648;4.042894291;120.9482705;129.0340591
1567;144.7044491;124.1832363;4.310893586;119.8723427;128.4941299
1568;155.7898889;126.3986406;4.609197664;121.789443;131.0078383
1569;129.4698896;126.0610136;4.936303576;121.12471;130.9973172
1570;140.7600806;125.4243113;5.263153498;120.1611578;130.6874648
1571;101.1423155;124.9684346;5.608069342;119.3603653;130.5765039
1572;120.4682409;124.8660296;5.927661757;118.9383679;130.7936914
1573;128.220526;124.2074763;6.308881753;117.8985945;130.516358
1574;148.3109442;124.2773068;6.716879757;117.5604271;130.9941866
1575;134.0858332;122.8171164;7.138690824;115.6784256;129.9558072
1576;142.0444849;123.0589723;7.563555347;115.4954169;130.6225276
1577;98.87840888;121.9777424;7.980690591;113.9970518;129.958433
1578;105.2494042;122.3757012;8.39500337;113.9806978;130.7707046
1579;117.9766246;122.0553127;8.801176918;113.2541358;130.8564897
1580;49.79671049;120.4918125;9.258649209;111.2331633;129.7504617
1581;128.0696042;119.3894683;9.655725032;109.7337432;129.0451933
1582;137.9101548;118.6784151;10.04125967;108.6371554;128.7196747
1583;125.3694203;117.1769905;10.48266737;106.6943232;127.6596579
1584;113.7212194;115.670537;10.92525013;104.7452868;126.5957871
1585;137.526154;113.2807647;11.38136164;101.899403;124.6621263
1586;127.9837305;113.5312097;11.822557;101.7086527;125.3537667
1587;196.5341768;114.1584607;12.28923306;101.8692276;126.4476938
1588;140.2498992;112.2038263;12.77398577;99.42984052;124.9778121
1589;81.44088803;113.2746266;13.23799413;100.0366324;126.5126207
1590;134.142743;112.3757024;13.62787921;98.74782315;126.0035816
1591;117.0930073;111.4845069;13.99623058;97.48827636;125.4807375
1592;78.86260408;110.5139931;14.34894244;96.16505065;124.8629355
1593;197.673914;109.3646184;14.67934435;94.6852741;124.0439628
1594;43.87539803;108.177436;14.98816477;93.1892712;123.1656007
1595;83.1660239;107.5271561;15.20124891;92.32590714;122.728405
1596;68.13728621;106.500553;15.34393616;91.15661681;121.8444891
1597;101.9039652;106.3458314;15.4424461;90.90338532;121.7882775
1598;120.5043938;104.3315929;15.49996164;88.83163122;119.8315545
1599;103.3596337;102.855848;15.50751735;87.34833061;118.3633653
1600;78.81367625;101.360164;15.48186;85.87830401;116.842024
1601;101.2902748;100.2249742;15.45291321;84.772061;115.6778874
1602;85.85272368;98.72063824;15.36918257;83.35145567;114.0898208
1603;80.16917145;97.61456865;15.28077042;82.33379823;112.8953391
1604;102.1290239;96.66233782;15.13496798;81.52736984;111.7973058
1605;94.79309582;94.56445378;14.95833016;79.60612362;109.5227839
1606;71.33762604;95.32042683;14.78293114;80.53749569;110.103358
1607;99.20569307;94.63969487;14.58645987;80.053235;109.2261547
1608;67.00142067;92.43236021;14.37243878;78.05992143;106.804799
1609;34.31775403;90.90327255;14.1405439;76.76272865;105.0438165
1610;102.9342013;89.46775256;13.90056465;75.56718791;103.3683172
1611;128.8900091;87.8156274;13.69511264;74.12051475;101.51074
1612;105.4733279;85.82245638;13.45669823;72.36575815;99.27915461
1613;115.8520883;83.65310416;13.15764413;70.49546003;96.81074829
1614;157.1201187;81.74300764;12.90299615;68.84001149;94.6460038
1615;103.120248;82.5577632;12.59034305;69.96742015;95.14810626
1616;64.74827233;81.24031336;12.26005409;68.98025927;93.50036745
1617;88.74290464;79.89275871;11.89617919;67.99657952;91.78893789
1618;86.08634218;79.32974148;11.5121246;67.81761687;90.84186608
1619;95.24358243;76.72947028;11.12268939;65.60678089;87.85215968
1620;96.30561392;77.71520095;10.7192135;66.99598746;88.43441445
1621;88.40332333;78.4933009;10.29232909;68.20097181;88.78562999
1622;93.25151656;78.4980811;9.827207495;68.6708736;88.32528859
1623;17.74207428;78.13202633;9.302138511;68.82988782;87.43416484
1624;52.95753601;78.62754065;8.783231196;69.84430945;87.41077185
1625;72.03106303;77.86761017;8.272389427;69.59522074;86.13999959
1626;76.19115344;77.66756829;7.771786698;69.8957816;85.43935499
1627;65.32335032;77.48668525;7.266764531;70.21992072;84.75344978
1628;42.46885963;76.97081409;6.786864322;70.18394977;83.75767842
1629;56.68563223;76.63005143;6.312833247;70.31721819;82.94288468
1630;10.98453842;76.08680873;5.836027143;70.25078159;81.92283588
1631;88.35133615;75.94956257;5.428108472;70.5214541;81.37767104
1632;93.35227396;76.14678704;4.92330294;71.2234841;81.07008998
1633;25.33608747;75.70699381;4.383949132;71.32304467;80.09094294
1634;47.38594957;76.47971213;3.930935064;72.54877706;80.41064719
1635;40.50969973;77.00968128;3.526935248;73.48274603;80.53661652
1636;53.26777075;77.05300092;3.169175821;73.8838251;80.22217674
1637;26.3320087;76.20735928;2.899552763;73.30780652;79.10691205
1638;85.89721359;75.79845087;2.765950365;73.0325005;78.56440123
1639;42.83497679;74.75212626;2.717468906;72.03465736;77.46959517
1640;122.9934217;73.2629445;2.779841345;70.48310316;76.04278585
1641;66.95280099;73.09422947;2.752828597;70.34140087;75.84705807
1642;48.36771991;73.63825541;2.789659642;70.84859577;76.42791505
1643;50.14872533;73.76540534;2.92231474;70.8430906;76.68772008
1644;65.06008323;73.57554176;3.074108618;70.50143314;76.64965037
1645;94.147662;73.94774813;3.252191527;70.6955566;77.19993966
1646;122.8491214;73.61272955;3.399821381;70.21290817;77.01255093
1647;68.38107633;74.97392114;3.497556475;71.47636467;78.47147761
1648;83.23517191;75.16290186;3.606711732;71.55619013;78.76961359
1649;145.7756241;77.26750831;3.744205362;73.52330294;81.01171367
1650;64.60317901;77.69667775;3.819023505;73.87765425;81.51570126
1651;68.61154067;78.5130089;3.917089326;74.59591957;82.43009822
1652;92.06523981;80.04598417;4.00692688;76.03905729;84.05291105
1653;59.5432946;79.55728959;4.076364187;75.48092541;83.63365378
1654;62.79027575;79.06426134;4.12899113;74.93527021;83.19325247
1655;74.42364609;78.56189989;4.15887153;74.40302836;82.72077142
1656;87.79354156;81.09178953;4.183668454;76.90812107;85.27545798
1657;81.39607391;81.05658262;4.189795914;76.86678671;85.24637854
1658;76.7762382;80.00891398;4.179752917;75.82916106;84.1886669
1659;106.4100551;80.94704163;4.160100098;76.78694153;85.10714172
1660;61.34618057;81.21911612;4.147375587;77.07174053;85.3664917
1661;105.1435029;81.15540044;4.133704518;77.02169592;85.28910496
1662;85.76228571;81.86371459;4.114994292;77.7487203;85.97870888
1663;84.61899881;82.90367906;4.085630719;78.81804834;86.98930978
1664;62.48953348;82.36808144;4.047028366;78.32105308;86.41510981
1665;81.17184906;83.53123934;3.966349806;79.56488953;87.49758914
1666;94.51578136;81.68223503;3.815122688;77.86711234;85.49735772
1667;92.49359517;82.51016894;3.633830345;78.8763386;86.14399929
1668;95.22755086;84.3785801;3.458929447;80.91965065;87.83750954
1669;76.40329958;84.88506207;3.273597948;81.61146412;88.15866001
1670;114.2261075;85.79401944;3.059861421;82.73415802;88.85388086
1671;79.21966639;85.35147511;2.851216767;82.50025834;88.20269188
1672;157.8240945;84.25549319;2.600419227;81.65507396;86.85591242
1673;102.8895332;84.79510895;2.470647335;82.32446162;87.26575629
1674;125.077003;85.83704171;2.346149476;83.49089224;88.18319119
1675;74.84517788;84.15811263;2.386753113;81.77135951;86.54486574
1676;113.6639513;85.21645667;2.486470408;82.72998626;87.70292708
1677;154.3728924;85.2448875;2.617078274;82.62780923;87.86196577
1678;40.39992692;84.83843278;2.830257015;82.00817576;87.66868979
1679;17.32441888;84.64505127;2.939438937;81.70561234;87.58449021
1680;31.06519815;84.12239257;3.017372999;81.10501957;87.13976557
1681;140.0089098;84.5482289;3.061793584;81.48643532;87.61002249
1682;86.55578415;84.10346173;3.164323282;80.93913845;87.26778501
1683;39.9211731;83.30469573;3.299716778;80.00497896;86.60441251
1684;73.18059736;83.58642965;3.361327674;80.22510198;86.94775732
1685;61.26174856;83.37723595;3.388110773;79.98912518;86.76534673
1686;37.26020034;82.90402993;3.43119887;79.47283106;86.3352288
1687;89.39179243;82.67399334;3.439069671;79.23492367;86.11306301
1688;79.37019652;83.49298386;3.456250661;80.0367332;86.94923453
1689;58.58173528;83.92512106;3.459931048;80.46519001;87.38505211
1690;102.1560293;83.56882684;3.471238968;80.09758787;87.04006581
1691;28.6942019;83.12364802;3.478716669;79.64493135;86.60236469
1692;109.1774307;82.2914943;3.502495436;78.78899886;85.79398973
1693;143.6566887;82.1423673;3.535758697;78.6066086;85.67812599
1694;75.97930572;81.02883801;3.567693501;77.4611445;84.59653151
1695;111.4169092;81.0878433;3.554526954;77.53331635;84.64237026
1696;71.57790134;80.31909663;3.516317296;76.80277933;83.83541392
1697;66.95404341;80.18532525;3.473560883;76.71176437;83.65888613
1698;95.90148027;77.81069333;3.468568537;74.34212479;81.27926187
1699;136.3737427;77.75361887;3.448787832;74.30483104;81.2024067
1700;60.15024074;76.3837417;3.440315371;72.94342632;79.82405707
1701;118.5787251;75.53374641;3.479300555;72.05444585;79.01304696
1702;70.06151299;75.34060854;3.511695407;71.82891313;78.85230395
1703;71.33604894;74.20163631;3.506819022;70.69481729;77.70845533
1704;49.68083797;75.87792416;3.499371553;72.3785526;79.37729571
1705;36.13468167;76.3266777;3.433202684;72.89347502;79.75988039
1706;96.1412993;76.93306124;3.363500803;73.56956043;80.29656204
1707;65.11041555;76.13022423;3.275532449;72.85469178;79.40575668
1708;40.65900827;75.07192736;3.209279831;71.86264753;78.28120719
1709;91.14466787;76.81899319;3.153728991;73.6652642;79.97272218
1710;95.74117668;78.50374206;3.085915157;75.41782691;81.58965722
1711;37.21267332;77.67185881;3.004615867;74.66724294;80.67647468
1712;93.41163682;79.79441126;2.938419719;76.85599154;82.73283098
1713;127.5308024;78.95352788;2.860613777;76.09291411;81.81414166
1714;106.6579958;79.45522637;2.743290227;76.71193614;82.19851659
1715;44.31852828;79.04712085;2.592859475;76.45426138;81.63998033
1716;58.46772926;78.39246065;2.431392256;75.96106839;80.82385291
1717;52.07594157;78.19669189;2.28048298;75.91620891;80.47717487
1718;84.88811806;77.32325327;2.14845872;75.17479455;79.47171199
1719;38.43755702;76.08036992;1.999156454;74.08121346;78.07952637
1720;79.41256978;77.24158256;1.90652734;75.33505522;79.1481099
1721;75.02002694;76.91703213;1.792980351;75.12405178;78.71001248
1722;72.3973262;77.38270723;1.720481979;75.66222525;79.10318921
1723;36.71786647;76.51954763;1.680687026;74.8388606;78.20023465
1724;99.97873592;76.2357101;1.800745152;74.43496495;78.03645526
1725;55.21326708;74.25137412;1.965240045;72.28613408;76.21661417
1726;31.49541812;73.93176272;2.149703127;71.7820596;76.08146585
1727;103.8139201;72.83454844;2.389997552;70.44455088;75.22454599
1728;96.2853086;73.38975723;2.605927486;70.78382975;75.99568472
1729;125.8906072;73.4241692;2.792556049;70.63161315;76.21672525
1730;40.21084981;75.49134588;2.886969931;72.60437595;78.37831581
1731;61.99075836;76.13962597;2.947432522;73.19219345;79.08705849
1732;99.06422252;75.72757963;3.021535032;72.7060446;78.74911467
1733;32.58264372;74.82108662;3.052716711;71.7683699;77.87380333
1734;129.0215306;75.12341023;3.098820299;72.02458993;78.22223053
1735;159.1027898;74.73875365;3.122927382;71.61582627;77.86168103
1736;18.83570261;75.28338271;3.123873367;72.15950935;78.40725608
1737;145.5103753;74.81082949;3.159763147;71.65106634;77.97059263
1738;46.50674013;75.41904659;3.149708989;72.2693376;78.56875558
1739;104.9568192;75.10081654;3.14931438;71.95150216;78.25013092
1740;37.76835403;74.81296397;3.140799638;71.67216433;77.95376361
1741;68.76835901;75.37670046;3.13566779;72.24103267;78.51236825
1742;18.70999499;74.83869401;3.134510995;71.70418302;77.97320501
1743;64.63206132;75.20195925;3.135896859;72.06606239;78.33785611
1744;80.26963762;76.056215;3.135287372;72.92092763;79.19150237
1745;135.2011508;78.11597067;3.127380869;74.9885898;81.24335154
1746;94.86483717;77.37688494;3.148411761;74.22847318;80.52529671
1747;95.32733122;78.09449589;3.160256392;74.9342395;81.25475229
1748;22.93290378;79.18148863;3.19979199;75.98169664;82.38128062
1749;81.4257666;81.13906192;3.220774037;77.91828788;84.35983596
1750;35.17260758;82.13610419;3.24010965;78.89599454;85.37621384
1751;43.85005951;82.67765514;3.218033337;79.4596218;85.89568848
1752;62.62079648;84.1326439;3.193652027;80.93899187;87.32629592
1753;98.37716171;84.3286881;3.165534841;81.16315325;87.49422294
1754;73.09105919;84.66320796;3.174363575;81.48884438;87.83757153
1755;155.1068485;82.53485736;3.213439109;79.32141825;85.74829647
1756;69.19696637;81.62310561;3.351411224;78.27169439;84.97451684
1757;75.12693613;82.13990987;3.456008572;78.68390129;85.59591844
1758;18.8792716;80.88312183;3.566269269;77.31685256;84.4493911
1759;56.07751264;82.17717107;3.642542265;78.5346288;85.81971333
1760;71.52718226;80.62079656;3.711475311;76.90932125;84.33227187
1761;123.5172589;78.683671;3.765759056;74.91791194;82.44943005
1762;13.11245876;81.16943891;3.869340317;77.30009859;85.03877923
1763;124.4307092;78.6564035;3.973123086;74.68328041;82.62952658
1764;111.30107;78.8973069;4.155832542;74.74147435;83.05313944
1765;91.97751452;77.55884213;4.370592993;73.18824914;81.92943512
1766;73.06908909;77.90368267;4.567450591;73.33623208;82.47113326
1767;31.02940063;77.96248809;4.774773871;73.18771422;82.73726196
1768;70.60246867;78.54845575;4.935550614;73.61290513;83.48400636
1769;128.4551612;77.72138395;5.122075166;72.59930878;82.84345912
1770;143.4850963;77.14295161;5.365418366;71.77753325;82.50836998
1771;41.7191978;75.14451889;5.680948141;69.46357075;80.82546703
1772;111.6181854;75.63513877;5.976359731;69.65877904;81.6114985
1773;127.8339557;74.12996453;6.25635406;67.87361047;80.38631858
1774;136.5541043;74.81330537;6.519965732;68.29333963;81.3332711
1775;150.8278917;74.7573452;6.821736488;67.93560872;81.57908169
1776;82.83236562;75.57399761;7.073585634;68.50041197;82.64758324
1777;105.6998447;75.20751615;7.282764906;67.92475124;82.49028105
1778;113.8121742;73.87371173;7.451154735;66.422557;81.32486646
1779;113.3458214;73.07394973;7.631714147;65.44223558;80.70566388
1780;17.34472696;72.14134222;7.761309401;64.38003282;79.90265162
1781;-6.288489369;70.53789106;7.910912668;62.6269784;78.44880373
1782;88.34777521;71.3729215;7.973427436;63.39949406;79.34634894
1783;34.96803267;70.95500958;8.010798424;62.94421115;78.965808
1784;98.57915481;71.51051758;8.042804172;63.46771341;79.55332175
1785;49.64643069;71.78642532;8.049271119;63.7371542;79.83569644
1786;60.30938604;72.06332815;8.057679756;64.00564839;80.1210079
1787;145.6098661;70.56997872;8.115473329;62.45450539;78.68545205
1788;17.34556919;70.27619774;8.092989424;62.18320832;78.36918717
1789;58.79281349;68.16873534;8.095202165;60.07353317;76.2639375
1790;36.69511623;67.05298192;8.060584864;58.99239706;75.11356679
1791;55.35522166;67.06007997;8.011103098;59.04897687;75.07118307
1792;71.76743515;66.54873333;7.940006426;58.6087269;74.48873975
1793;48.59434571;67.33445022;7.819883734;59.51456649;75.15433396
1794;22.45139958;66.39856079;7.660775783;58.73778501;74.05933657
1795;50.76958852;64.63256525;7.488702516;57.14386274;72.12126777
1796;33.28108204;62.23428617;7.313464375;54.9208218;69.54775055
1797;119.886451;62.07941736;7.169449546;54.90996781;69.24886691
1798;18.56344458;61.60727039;7.007627047;54.59964334;68.61489743
1799;57.78328666;60.97681303;6.870849781;54.10596325;67.84766281
1800;78.57179837;58.55582179;6.690411529;51.86541026;65.24623332
1801;76.82188011;58.23924953;6.501665406;51.73758413;64.74091494
1802;25.15950495;57.98601903;6.267319059;51.71869997;64.25333809
1803;-5.403228691;57.02081441;6.019920666;51.00089374;63.04073507
1804;57.58929963;55.57000378;5.786216415;49.78378737;61.3562202
1805;25.52807625;55.42201955;5.567558071;49.85446148;60.98957762
1806;73.33083957;55.51900705;5.371292852;50.14771419;60.8902999
1807;111.7835187;57.6961368;5.231345507;52.46479129;62.92748231
1808;53.81342813;57.10144526;5.047328583;52.05411667;62.14877384
1809;47.21017973;57.50289657;4.869140394;52.63375617;62.37203696
1810;70.14880743;56.1388304;4.668390374;51.47044003;60.80722077
1811;85.64922636;56.6318194;4.446248428;52.18557097;61.07806783
1812;47.35643802;55.8839924;4.193827897;51.6901645;60.07782029
1813;-1.870371053;55.19311621;4.025979453;51.16713676;59.21909566
1814;16.95012653;55.9715948;3.872351272;52.09924353;59.84394607
1815;54.39764594;56.14797868;3.852977369;52.29500131;60.00095605
1816;92.33951499;57.38683375;3.853360414;53.53347333;61.24019416
1817;46.99041027;56.97415552;3.813272458;53.16088306;60.78742797
1818;71.10096222;58.19713891;3.815035233;54.38210368;62.01217414
1819;22.8721077;58.03647356;3.810804675;54.22566888;61.84727823
1820;38.38938865;59.0863034;3.899465072;55.18683832;62.98576847
1821;21.17286308;59.16771101;4.068319771;55.09939124;63.23603078
1822;33.82088851;60.36482434;4.29475313;56.07007121;64.65957747
1823;87.53868979;59.17388004;4.566900357;54.60697968;63.74078039
1824;95.68063056;59.66660416;4.826034698;54.84056947;64.49263886
1825;13.08355113;60.25733184;5.058377773;55.19895407;65.31570961
1826;134.6827063;59.46237751;5.317084875;54.14529263;64.77946238
1827;69.91760999;58.79286061;5.489140829;53.30371978;64.28200144
1828;56.47440893;58.93695587;5.616550889;53.32040498;64.55350676
1829;39.82083234;62.22746715;5.710396404;56.51707074;67.93786355
1830;105.7986256;62.60556566;5.760270515;56.84529514;68.36583617
1831;22.29108929;62.86342096;5.792513659;57.0709073;68.65593462
1832;104.7451282;64.08418117;5.907048596;58.17713257;69.99122976
1833;58.0185063;63.52757339;6.01667982;57.51089357;69.54425322
1834;55.4420495;63.59224627;6.104231695;57.48801458;69.69647797
1835;29.01178036;64.58967674;6.172275563;58.41740117;70.7619523
1836;74.78886968;64.89005369;6.204742242;58.68531145;71.09479594
1837;22.17020884;64.91687627;6.246309648;58.67056662;71.16318591
1838;110.3751806;65.99279382;6.322589969;59.67020385;72.31538379
1839;57.04797747;66.2979188;6.346030887;59.95188792;72.64394969
1840;67.78839142;67.65577585;6.400159721;61.25561613;74.05593557
1841;99.87672454;67.06443077;6.434652753;60.62977802;73.49908353
1842;34.3086318;65.73474085;6.494471925;59.24026893;72.22921278
1843;134.1395883;66.60486342;6.548380687;60.05648273;73.1532441
1844;40.40041274;67.21384064;6.592616192;60.62122445;73.80645683
1845;75.9927214;68.83712997;6.613109545;62.22402043;75.45023952
1846;54.92137692;69.78687472;6.67588262;63.1109921;76.46275734
1847;94.33386179;70.6503833;6.729727728;63.92065557;77.38011103
1848;59.14829149;72.03150259;6.74430774;65.28719485;78.77581033
1849;43.69237509;72.23843818;6.67889152;65.55954666;78.9173297
1850;87.91039822;72.13736539;6.626528126;65.51083726;78.76389352
1851;38.02912723;73.66649521;6.563703998;67.10279121;80.23019921
1852;42.67651858;72.2895346;6.501769632;65.78776497;78.79130423
1853;32.50836313;71.64811655;6.485948867;65.16216769;78.13406542
1854;162.4128464;71.62776222;6.456585778;65.17117644;78.084348
1855;76.87232361;71.80646619;6.445549253;65.36091694;78.25201544
1856;38.67869667;71.9614629;6.395427395;65.56603551;78.3568903
1857;135.5896101;74.89976269;6.381671105;68.51809159;81.2814338
1858;83.39652228;73.97894749;6.35637389;67.6225736;80.33532138
1859;57.11174498;74.30104795;6.254789344;68.0462586;80.55583729
1860;98.07913332;74.00627761;6.131288517;67.87498909;80.13756612
1861;85.46803228;74.61293704;6.068397282;68.54453976;80.68133432
1862;87.01717752;75.15486896;5.986402441;69.16846652;81.1412714
1863;102.2282331;77.50958442;5.884077215;71.62550721;83.39366164
1864;13.69100325;77.51068112;5.791247029;71.71943409;83.30192815
1865;86.20083593;78.47851971;5.759693641;72.71882607;84.23821335
1866;24.23904699;78.63599699;5.753115363;72.88288162;84.38911235
1867;24.52532902;79.06280018;5.744182159;73.31861802;84.80698234
1868;91.36666101;80.0905678;5.660760901;74.4298069;85.7513287
1869;102.1588006;79.57861031;5.58026773;73.99834258;85.15887804
1870;105.6598636;79.84723469;5.479336132;74.36789856;85.32657083
1871;86.82637078;80.94163679;5.396760453;75.54487634;86.33839724
1872;65.21180072;81.43762394;5.32338337;76.11424057;86.76100731
1873;104.2579723;79.9421455;5.241463338;74.70068216;85.18360884
1874;98.09240491;79.21781961;5.187252222;74.03056738;84.40507183
1875;90.52591823;79.99330426;5.108029833;74.88527443;85.10133409
1876;91.06917183;79.77474532;4.994943579;74.77980174;84.7696889
1877;64.45771525;81.69095031;4.909419899;76.78153041;86.60037021
1878;37.20528963;84.72893664;4.761951698;79.96698494;89.49088834
1879;55.43633801;85.28495932;4.578034429;80.70692489;89.86299375
1880;48.93473466;83.30785373;4.386134656;78.92171907;87.69398838
1881;113.703458;82.44810527;4.182795639;78.26530963;86.63090091
1882;172.1443786;84.2079061;3.948563658;80.25934244;88.15646976
1883;57.78355277;83.35946558;3.813265997;79.54619958;87.17273158
1884;74.44562978;82.03090488;3.630552931;78.40035194;85.66145781
1885;40.40876215;81.99571725;3.449368337;78.54634891;85.44508559
1886;59.95141141;83.90811044;3.242370333;80.66574011;87.15048077
1887;102.4273976;83.71633878;3.036068974;80.6802698;86.75240775
1888;142.2606975;83.84666639;2.825039164;81.02162722;86.67170555
1889;110.4311122;83.621942;2.707942252;80.91399975;86.32988425
1890;106.4077457;86.21178549;2.580131138;83.63165436;88.79191663
1891;75.81973238;86.32267587;2.499046369;83.8236295;88.82172224
1892;121.6436872;87.63664572;2.430189091;85.20645663;90.06683481
1893;86.72478063;87.9087914;2.389729717;85.51906168;90.29852111
1894;108.0297559;87.9134548;2.402347233;85.51110756;90.31580203
1895;54.10025653;87.49042982;2.360170874;85.13025894;89.85060069
1896;131.8072282;86.88272605;2.303345342;84.57938071;89.1860714
1897;80.21672187;86.79650256;2.280698203;84.51580435;89.07720076
1898;18.06446112;86.07590917;2.266251726;83.80965745;88.3421609
1899;22.20767092;86.0631453;2.203966706;83.8591786;88.26711201
1900;83.24209234;85.27274576;2.112775002;83.15997076;87.38552076
1901;76.76389253;84.29968819;2.041938717;82.25774948;86.34162691
1902;135.7555817;83.66693223;1.970134959;81.69679727;85.63706719
1903;197.6138214;83.07444222;1.957607465;81.11683476;85.03204969
1904;60.86551966;83.56698429;1.960349856;81.60663443;85.52733415
1905;61.58046108;84.70804581;1.952954527;82.75509128;86.66100034
1906;33.02515238;85.03515516;1.950855581;83.08429958;86.98601074
1907;128.4285389;84.15304882;1.936952774;82.21609605;86.09000159
1908;92.31914372;81.88486521;1.939261032;79.94560418;83.82412624
1909;15.63992637;83.51705628;1.953619077;81.56343721;85.47067536
1910;55.31717617;84.27994817;1.935203459;82.34474471;86.21515163
1911;195.6111859;85.26959841;1.921845669;83.34775275;87.19144408
1912;75.68767758;85.00418926;1.998607415;83.00558185;87.00279668
1913;93.66388556;84.36216958;2.098992437;82.26317714;86.46116202
1914;90.76728932;82.46590437;2.188342982;80.27756139;84.65424735
1915;145.7730215;82.74702264;2.320132162;80.42689048;85.0671548
1916;91.85624532;81.43980238;2.470666665;78.96913571;83.91046904
1917;91.25150908;80.92496739;2.6353765;78.28959089;83.56034389
1918;38.40475854;80.33842365;2.79837429;77.54004936;83.13679794
1919;91.60449448;79.67615401;2.904629019;76.77152499;82.58078303
1920;80.58452676;81.16158083;3.006419879;78.15516096;84.16800071
1921;74.66697168;82.73211912;3.102736915;79.62938221;85.83485604
1922;82.42897231;82.20571225;3.174954299;79.03075795;85.38066655
1923;28.46153817;82.38215278;3.269985671;79.11216711;85.65213845
1924;103.607015;83.32728201;3.291471602;80.03581041;86.61875362
1925;57.78202837;84.83957864;3.313360365;81.52621827;88.152939
1926;40.89998226;84.49465613;3.309126995;81.18552913;87.80378313
1927;58.79861757;85.79668537;3.291964456;82.50472091;89.08864982
1928;34.24072492;85.8863423;3.275840929;82.61050137;89.16218323
1929;62.32493505;83.14650862;3.266400459;79.88010816;86.41290908
1930;113.6304756;84.1374185;3.25085337;80.88656513;87.38827187
1931;65.61731164;83.65389401;3.218183135;80.43571087;86.87207714
1932;68.71603451;84.07280783;3.181700207;80.89110763;87.25450804
1933;56.46701439;83.42296458;3.181518762;80.24144582;86.60448335
1934;141.0252976;82.26076272;3.232400114;79.0283626;85.49316283
1935;113.3531161;83.28828256;3.242911688;80.04537087;86.53119425
1936;90.88092458;82.73746281;3.232398915;79.5050639;85.96986173
1937;46.41554477;80.19132942;3.197758105;76.99357131;83.38908752
1938;69.68439371;79.45200984;3.191453383;76.26055646;82.64346323
1939;45.55117188;79.53460924;3.204396719;76.33021252;82.73900596
1940;124.7681438;78.36370948;3.270631925;75.09307756;81.63434141
1941;39.73951229;77.15966642;3.30388568;73.85578074;80.4635521
1942;49.56314816;76.41588228;3.37202823;73.04385405;79.78791051
1943;91.72995635;75.31630699;3.443369191;71.87293779;78.75967618
1944;52.94902908;75.67964891;3.492454782;72.18719413;79.1721037
1945;183.786524;75.28317762;3.539095435;71.74408219;78.82227306
1946;134.1977092;75.20485208;3.544803472;71.66004861;78.74965555
1947;104.9604778;75.71728789;3.542437126;72.17485076;79.25972501
1948;89.21518896;74.82248167;3.541935489;71.28054618;78.36441715
1949;66.2660519;76.91660299;3.541100987;73.37550201;80.45770398
1950;99.33479882;76.57167294;3.541463026;73.03020992;80.11313597
1951;65.6510444;77.98709797;3.540271467;74.44682651;81.52736944
1952;143.1673836;79.79365243;3.556442127;76.2372103;83.35009456
1953;140.3280854;81.06440126;3.556577314;77.50782395;84.62097857
1954;57.88230341;81.49270939;3.584930361;77.90777902;85.07763975
