epoch;Average comm savings
366;0.547779948
367;0.547763672
368;0.547669271
369;0.547679036
370;0.547594401
371;0.547600911
372;0.547838542
373;0.547845052
374;0.547841797
375;0.547792969
376;0.547799479
377;0.547796224
378;0.54780599
379;0.547711589
380;0.547705078
381;0.547568359
382;0.547613932
383;0.54757487
384;0.547591146
385;0.54766276
386;0.547610677
387;0.547584635
388;0.547591146
389;0.5475
390;0.547480469
391;0.547473958
392;0.547561849
393;0.547558594
394;0.547444661
395;0.547526042
396;0.547561849
397;0.547571615
398;0.547597656
399;0.547620443
400;0.547698568
401;0.547672526
402;0.547760417
403;0.547561849
404;0.547633464
405;0.547636719
406;0.547652995
407;0.547679036
408;0.547796224
409;0.547779948
410;0.54773763
411;0.547783203
412;0.547880859
413;0.547864583
414;0.547835286
415;0.547910156
416;0.547985026
417;0.547936198
418;0.547955729
419;0.547906901
420;0.547874349
421;0.547848307
422;0.547639974
423;0.547679036
424;0.547705078
425;0.547679036
426;0.547679036
427;0.547682292
428;0.547734375
429;0.547721354
430;0.547701823
431;0.547714844
432;0.547916667
433;0.547929687
434;0.547929687
435;0.54789388
436;0.547848307
437;0.547926432
438;0.547949219
439;0.548020833
440;0.548033854
441;0.548001302
442;0.547838542
443;0.547949219
444;0.548017578
445;0.547936198
446;0.547825521
447;0.547864583
448;0.547939453
449;0.547952474
450;0.547903646
451;0.547916667
452;0.547864583
453;0.547932943
454;0.547994792
455;0.547936198
456;0.547936198
457;0.547945964
458;0.547854818
459;0.547877604
460;0.547923177
461;0.547910156
462;0.547792969
463;0.547929688
464;0.547991536
465;0.547910156
466;0.547913411
467;0.547923177
468;0.547972005
469;0.547972005
470;0.54805013
471;0.548082682
472;0.548095703
473;0.54811849
474;0.548085938
475;0.548079427
476;0.548105469
477;0.548160807
478;0.548144531
479;0.548128255
480;0.548141276
481;0.548164063
482;0.547972005
483;0.547991536
484;0.547965495
485;0.547939453
486;0.547939453
487;0.547845052
488;0.547848307
489;0.54780599
490;0.547861328
491;0.547903646
492;0.547991536
493;0.547923177
494;0.547884115
495;0.547929688
496;0.54797526
497;0.547945964
498;0.547919922
499;0.547952474
500;0.548027344
501;0.548007813
502;0.547936198
503;0.547913411
504;0.547832031
505;0.547861328
506;0.547972005
507;0.548056641
508;0.548108724
509;0.548115234
510;0.548284505
511;0.548255208
512;0.54836263
513;0.548238932
514;0.548157552
515;0.548170573
516;0.548203125
517;0.548261719
518;0.54828125
519;0.548313802
520;0.548297526
521;0.548323568
522;0.548365885
523;0.548395182
524;0.548574219
525;0.548632813
526;0.548720703
527;0.548639323
528;0.548730469
529;0.548736979
530;0.548730469
531;0.548730469
532;0.548714193
533;0.548746745
534;0.548785807
535;0.548828125
536;0.54882487
537;0.548925781
538;0.548971354
539;0.548984375
540;0.548925781
541;0.549033203
542;0.548968099
543;0.549020182
544;0.549013672
545;0.549052734
546;0.549195964
547;0.549208984
548;0.549208984
549;0.549208984
550;0.549075521
551;0.54913737
552;0.549228516
553;0.549176432
554;0.549150391
555;0.549205729
556;0.54914388
557;0.549059245
558;0.549049479
559;0.549046224
560;0.548945313
561;0.548916016
562;0.548854167
563;0.548951823
564;0.548994141
565;0.549033203
566;0.548964844
567;0.548997396
568;0.548971354
569;0.548857422
570;0.548857422
571;0.548782552
572;0.548798828
573;0.548717448
574;0.548564453
575;0.548619792
576;0.548486328
577;0.548697917
578;0.548652344
579;0.548655599
580;0.548736979
581;0.548727214
582;0.548710938
583;0.548730469
584;0.54867513
585;0.548658854
586;0.548662109
587;0.54858724
588;0.548509115
589;0.548606771
590;0.548597005
591;0.548561198
592;0.548642578
593;0.548645833
594;0.548710938
595;0.548652344
596;0.548544922
597;0.548544922
598;0.548642578
599;0.54859375
600;0.54866862
601;0.548636068
602;0.548574219
603;0.548636068
604;0.548697917
605;0.54875651
606;0.548714193
607;0.548733724
608;0.548730469
609;0.548723958
610;0.548704427
611;0.548740234
612;0.548740234
613;0.548639323
614;0.548658854
615;0.548681641
616;0.548714193
617;0.548636068
618;0.54866862
619;0.548759766
620;0.548727214
621;0.54875
622;0.548720703
623;0.548772786
624;0.548802083
625;0.548717448
626;0.548694661
627;0.548548177
628;0.548525391
629;0.548557943
630;0.548479818
631;0.548489583
632;0.548502604
633;0.548427734
634;0.548434245
635;0.548460286
636;0.548538411
637;0.548544922
638;0.548583984
639;0.548476563
640;0.548583984
641;0.548544922
642;0.548577474
643;0.548535156
644;0.548515625
645;0.54859375
646;0.54860026
647;0.548528646
648;0.548388672
649;0.548427734
650;0.548382161
651;0.548515625
652;0.548597005
653;0.548574219
654;0.548557943
655;0.548424479
656;0.548457031
657;0.548417969
658;0.548417969
659;0.548375651
660;0.54844401
661;0.548434245
662;0.548421224
663;0.548440755
664;0.5484375
665;0.548385417
666;0.548284505
667;0.54828125
668;0.548323568
669;0.548385417
670;0.5484375
671;0.548470052
672;0.548385417
673;0.548365885
674;0.548398438
675;0.54835612
676;0.548424479
677;0.548385417
678;0.54836263
679;0.548382161
680;0.548304036
681;0.548320313
682;0.54836263
683;0.548421224
684;0.548473307
685;0.548457031
686;0.548473307
687;0.548447266
688;0.548528646
689;0.548505859
690;0.548499349
691;0.548567708
692;0.548505859
693;0.548531901
694;0.548476563
695;0.548352865
696;0.548320313
697;0.548330078
698;0.548300781
699;0.548330078
700;0.548411458
701;0.548310547
702;0.548310547
703;0.548330078
704;0.54836263
705;0.548476563
706;0.54851237
707;0.548502604
708;0.548476563
709;0.548561198
710;0.548528646
711;0.548492839
712;0.548603516
713;0.548714193
714;0.54867513
715;0.54874349
716;0.548798828
717;0.548834635
718;0.548694661
719;0.548710938
720;0.548701172
721;0.548652344
722;0.54875
723;0.548717448
724;0.548727214
725;0.548802083
726;0.548776042
727;0.548772786
728;0.548834635
729;0.548818359
730;0.548860677
731;0.548873698
732;0.54883138
733;0.548844401
734;0.548789063
735;0.548772786
736;0.548776042
737;0.548766276
738;0.548655599
739;0.548697917
740;0.548629557
741;0.548597005
742;0.548548177
743;0.548551432
744;0.548583984
745;0.548603516
746;0.548710938
747;0.548717448
748;0.548714193
749;0.548652344
750;0.548603516
751;0.548574219
752;0.548473307
753;0.548421224
754;0.548411458
755;0.548401693
756;0.548404948
757;0.548421224
758;0.548434245
759;0.54843099
760;0.548323568
761;0.548336589
762;0.548300781
763;0.548284505
764;0.548255208
765;0.548304036
766;0.548336589
767;0.548450521
768;0.54844401
769;0.548421224
770;0.548411458
771;0.548522135
772;0.548570964
773;0.548544922
774;0.548557943
775;0.54851237
776;0.548554688
777;0.548557943
778;0.548577474
779;0.548583984
780;0.548619792
781;0.548639323
782;0.548567708
783;0.548580729
784;0.548619792
785;0.548645833
786;0.54858724
787;0.548779297
788;0.548818359
789;0.548870443
790;0.548922526
791;0.54890625
792;0.549003906
793;0.548935547
794;0.548997396
795;0.549075521
796;0.549033203
797;0.549036458
798;0.549121094
799;0.549163411
800;0.549134115
801;0.549163411
802;0.549277344
803;0.549527995
804;0.549654948
805;0.549707031
806;0.549667969
807;0.549700521
808;0.549749349
809;0.549772135
810;0.549856771
811;0.550061849
812;0.550097656
813;0.550143229
814;0.550345052
815;0.55039388
816;0.550400391
817;0.550250651
818;0.55047526
819;0.55046224
820;0.550498047
821;0.550374349
822;0.550426432
823;0.550589193
824;0.550527344
825;0.550615234
826;0.550729167
827;0.550849609
828;0.550891927
829;0.550885417
830;0.55093099
831;0.551064453
832;0.55125
833;0.551259766
834;0.551246745
835;0.551276042
836;0.551350911
837;0.551295573
838;0.551380208
839;0.551386719
840;0.55148112
841;0.551494141
842;0.5515625
843;0.551689453
844;0.551708984
845;0.55188151
846;0.551962891
847;0.552060547
848;0.552109375
849;0.552291667
850;0.552555339
851;0.552539063
852;0.552526042
853;0.552467448
854;0.552347005
855;0.552373047
856;0.552460938
857;0.55257487
858;0.552711589
859;0.552766927
860;0.552903646
861;0.552897135
862;0.552958984
863;0.552988281
864;0.553063151
865;0.553141276
866;0.553313802
867;0.553636068
868;0.553645833
869;0.553717448
870;0.553844401
871;0.554156901
872;0.554163411
873;0.554163411
874;0.554394531
875;0.55445638
876;0.554404297
877;0.554472656
878;0.554554036
879;0.554775391
880;0.554830729
881;0.554827474
882;0.554677734
883;0.554746094
884;0.554840495
885;0.555048828
886;0.555188802
887;0.555139974
888;0.555100911
889;0.555146484
890;0.555126953
891;0.555182292
892;0.555065104
893;0.555100911
894;0.555240885
895;0.555302734
896;0.555266927
897;0.555227865
898;0.555276693
899;0.555094401
900;0.555013021
901;0.555227865
902;0.5553125
903;0.555377604
904;0.555572917
905;0.555595703
906;0.555621745
907;0.55569987
908;0.555830078
909;0.555914714
910;0.55593099
911;0.555917969
912;0.5559375
913;0.555872396
914;0.555791016
915;0.555667318
916;0.55569987
917;0.555657552
918;0.555592448
919;0.555745443
920;0.55577474
921;0.555797526
922;0.55585612
923;0.55601888
924;0.556113281
925;0.556171875
926;0.55624349
927;0.556282552
928;0.55639974
929;0.556376953
930;0.556526693
931;0.556500651
932;0.556819661
933;0.556943359
934;0.557018229
935;0.556936849
936;0.556813151
937;0.55694987
938;0.557109375
939;0.557086589
940;0.557301432
941;0.557402344
942;0.557503255
943;0.557685547
944;0.557796224
945;0.557763672
946;0.557809245
947;0.557958984
948;0.558085937
949;0.558382161
950;0.558232422
951;0.558248698
952;0.558382161
953;0.55843099
954;0.558404948
955;0.558447266
956;0.558662109
957;0.558639323
958;0.558632813
959;0.558808594
960;0.558701172
961;0.558577474
962;0.55860026
963;0.558714193
964;0.558850911
965;0.559029948
966;0.55906901
967;0.559101563
968;0.559235026
969;0.55929362
970;0.559394531
971;0.559375
972;0.559322917
973;0.559313151
974;0.559199219
975;0.559101563
976;0.55906901
977;0.559156901
978;0.558964844
979;0.558951823
980;0.558798828
981;0.558880208
982;0.558789063
983;0.558857422
984;0.558948568
985;0.558971354
986;0.55921875
987;0.559251302
988;0.55929362
989;0.559440104
990;0.559427083
991;0.559482422
992;0.559518229
993;0.559335938
994;0.559202474
995;0.559238281
996;0.55929362
997;0.559124349
998;0.559182943
999;0.558994141
1000;0.559049479
1001;0.558935547
1002;0.558880208
1003;0.558704427
1004;0.55858724
1005;0.558717448
1006;0.558623047
1007;0.558746745
1008;0.558655599
1009;0.558554688
1010;0.558707682
1011;0.558857422
1012;0.558785807
1013;0.558769531
1014;0.558531901
1015;0.558417969
1016;0.558193359
1017;0.558089193
1018;0.558040365
1019;0.557861328
1020;0.557786458
1021;0.55773112
1022;0.55781901
1023;0.557705078
1024;0.557750651
1025;0.557913411
1026;0.558079427
1027;0.557958984
1028;0.55796875
1029;0.558128255
1030;0.558242188
1031;0.558434245
1032;0.558541667
1033;0.558522135
1034;0.558505859
1035;0.558541667
1036;0.558417969
1037;0.558258464
1038;0.558095703
1039;0.557965495
1040;0.557763672
1041;0.5578125
1042;0.557952474
1043;0.558085938
1044;0.557952474
1045;0.55789388
1046;0.557978516
1047;0.557965495
1048;0.557623698
1049;0.557633464
1050;0.557724609
1051;0.557861328
1052;0.557786458
1053;0.557802734
1054;0.557796224
1055;0.55757487
1056;0.557522786
1057;0.557347005
1058;0.557242839
1059;0.557167969
1060;0.557128906
1061;0.557210286
1062;0.557246094
1063;0.557272135
1064;0.557412109
1065;0.557535807
1066;0.55773112
1067;0.557708333
1068;0.557630208
1069;0.55765625
1070;0.557705078
1071;0.557669271
1072;0.557516276
1073;0.55750651
1074;0.557379557
1075;0.55726888
1076;0.557210286
1077;0.557294922
1078;0.557233073
1079;0.556933594
1080;0.556982422
1081;0.556536458
1082;0.556523438
1083;0.556500651
1084;0.55641276
1085;0.556370443
1086;0.556389974
1087;0.55641276
1088;0.556402995
1089;0.556458333
1090;0.556344401
1091;0.556142578
1092;0.556031901
1093;0.555908203
1094;0.556184896
1095;0.556123047
1096;0.555966797
1097;0.556106771
1098;0.556656901
1099;0.556972656
1100;0.556969401
1101;0.557083333
1102;0.557151693
1103;0.55749349
1104;0.557705078
1105;0.557926432
1106;0.558098958
1107;0.558313802
1108;0.55828125
1109;0.558528646
1110;0.558583984
1111;0.558551432
1112;0.558551432
1113;0.558652344
1114;0.558782552
1115;0.558997396
1116;0.559033203
1117;0.559280599
1118;0.559384766
1119;0.559423828
1120;0.559446615
1121;0.55960612
1122;0.559944661
1123;0.560078125
1124;0.560205078
1125;0.560315755
1126;0.560416667
1127;0.560426432
1128;0.560794271
1129;0.56109375
1130;0.561123047
1131;0.561474609
1132;0.561549479
1133;0.561728516
1134;0.561871745
1135;0.561917318
1136;0.561953125
1137;0.562184245
1138;0.562496745
1139;0.562568359
1140;0.562861328
1141;0.562903646
1142;0.563020833
1143;0.563209635
1144;0.563111979
1145;0.563395182
1146;0.563538411
1147;0.563844401
1148;0.563629557
1149;0.563336589
1150;0.563551432
1151;0.563541667
1152;0.563723958
1153;0.563567708
1154;0.563505859
1155;0.563424479
1156;0.563365885
1157;0.563138021
1158;0.563258464
1159;0.563017578
1160;0.563037109
1161;0.563027344
1162;0.563177083
1163;0.563134766
1164;0.563212891
1165;0.562945964
1166;0.562936198
1167;0.563079427
1168;0.563085938
1169;0.563203125
1170;0.563245443
1171;0.563203125
1172;0.563053385
1173;0.563173828
1174;0.563157552
1175;0.563154297
1176;0.563170573
1177;0.563076172
1178;0.562998047
1179;0.562864583
1180;0.562913411
1181;0.562789714
1182;0.562718099
1183;0.562633464
1184;0.562783203
1185;0.562884115
1186;0.562955729
1187;0.562949219
1188;0.562776693
1189;0.562926432
1190;0.562994792
1191;0.56311849
1192;0.563085938
1193;0.562932943
1194;0.563040365
1195;0.562750651
1196;0.562763672
1197;0.562516276
1198;0.562356771
1199;0.562363281
1200;0.562526042
1201;0.562568359
1202;0.562565104
1203;0.562600911
1204;0.562714844
1205;0.562861328
1206;0.563138021
1207;0.563382161
1208;0.563590495
1209;0.563746745
1210;0.563821615
1211;0.563909505
1212;0.564108073
1213;0.564254557
1214;0.564319661
1215;0.564414062
1216;0.564518229
1217;0.564335937
1218;0.564514974
1219;0.564492187
1220;0.56453125
1221;0.564677734
1222;0.565003255
1223;0.565009766
1224;0.565227865
1225;0.565221354
1226;0.565133464
1227;0.565332031
1228;0.565299479
1229;0.565485026
1230;0.565478516
1231;0.565481771
1232;0.565598958
1233;0.565794271
1234;0.565843099
1235;0.56585612
1236;0.565940755
1237;0.566015625
1238;0.566188151
1239;0.566188151
1240;0.566126302
1241;0.566194661
1242;0.566435547
1243;0.566526693
1244;0.566494141
1245;0.566735026
1246;0.566917318
1247;0.567161458
1248;0.567382812
1249;0.567545573
1250;0.567294922
1251;0.567242839
1252;0.567242839
1253;0.567278646
1254;0.567304687
1255;0.567272135
1256;0.567001953
1257;0.566940104
1258;0.566835937
1259;0.566897786
1260;0.566767578
1261;0.56679362
1262;0.566497396
1263;0.566188151
1264;0.565957031
1265;0.566044922
1266;0.566136068
1267;0.566171875
1268;0.566041667
1269;0.566181641
1270;0.566132813
1271;0.566158854
1272;0.565957031
1273;0.565927734
1274;0.56577474
1275;0.565859375
1276;0.566064453
1277;0.565976563
1278;0.565983073
1279;0.565794271
1280;0.565891927
1281;0.566155599
1282;0.566113281
1283;0.565914714
1284;0.565540365
1285;0.565478516
1286;0.565205078
1287;0.565325521
1288;0.565361328
1289;0.565410156
1290;0.565488281
1291;0.56546224
1292;0.565205078
1293;0.565175781
1294;0.565309245
1295;0.565211589
1296;0.564944661
1297;0.564775391
1298;0.564749349
1299;0.564804688
1300;0.564879557
1301;0.56469401
1302;0.564733073
1303;0.564541016
1304;0.564488932
1305;0.564541016
1306;0.564586589
1307;0.564557292
1308;0.564645182
1309;0.56453125
1310;0.564755859
1311;0.564775391
1312;0.564700521
1313;0.564814453
1314;0.564853516
1315;0.564638672
1316;0.564472656
1317;0.564257813
1318;0.564391276
1319;0.564052734
1320;0.56422526
1321;0.564254557
1322;0.564147135
1323;0.564254557
1324;0.564309896
1325;0.564427083
1326;0.564326172
1327;0.564482422
1328;0.564488932
1329;0.564430339
1330;0.564316406
1331;0.564163411
1332;0.564117839
1333;0.564036458
1334;0.564401042
1335;0.56461263
1336;0.564840495
1337;0.5646875
1338;0.564557292
1339;0.564550781
1340;0.564654948
1341;0.56483724
1342;0.565003255
1343;0.565253906
1344;0.565292969
1345;0.565341797
1346;0.565449219
1347;0.565585938
1348;0.565800781
1349;0.565908203
1350;0.565748698
1351;0.565973307
1352;0.565966797
1353;0.566067708
1354;0.566142578
1355;0.566025391
1356;0.566139323
1357;0.566432292
1358;0.566474609
1359;0.56671224
1360;0.566591797
1361;0.566529948
1362;0.566748047
1363;0.566871745
1364;0.56695638
1365;0.567021484
1366;0.567148438
1367;0.567207031
1368;0.567119141
1369;0.567405599
1370;0.567399089
1371;0.567330729
1372;0.567451172
1373;0.567213542
1374;0.567115885
1375;0.567210286
1376;0.567122396
1377;0.56679362
1378;0.566855469
1379;0.566979167
1380;0.566878255
1381;0.566985677
1382;0.56679362
1383;0.566992187
1384;0.56680013
1385;0.566578776
1386;0.566471354
1387;0.566474609
1388;0.566468099
1389;0.566516927
1390;0.566402995
1391;0.566236979
1392;0.566223958
1393;0.566223958
1394;0.566204427
1395;0.566145833
1396;0.566204427
1397;0.565992839
1398;0.565696615
1399;0.565686849
1400;0.565804036
1401;0.565686849
1402;0.565348307
1403;0.565338542
1404;0.565309245
1405;0.565423177
1406;0.565452474
1407;0.565403646
1408;0.565133464
1409;0.564938151
1410;0.564944661
1411;0.565039062
1412;0.565052083
1413;0.565211589
1414;0.565335286
1415;0.565498047
1416;0.565524089
1417;0.565498047
1418;0.56539388
1419;0.565481771
1420;0.565410156
1421;0.565260417
1422;0.565250651
1423;0.565276693
1424;0.565449219
1425;0.565266927
1426;0.565270182
1427;0.565485026
1428;0.565348307
1429;0.56546224
1430;0.565634766
1431;0.565419922
1432;0.565439453
1433;0.565374349
1434;0.565335286
1435;0.565429688
1436;0.565485026
1437;0.565501302
1438;0.565491536
1439;0.565328776
1440;0.565299479
1441;0.565390625
1442;0.565507813
1443;0.565367839
1444;0.565289714
1445;0.565332031
1446;0.56538737
1447;0.565488281
1448;0.56570638
1449;0.565621745
1450;0.565758464
1451;0.565895182
1452;0.56624349
1453;0.566149089
1454;0.566184896
1455;0.565895182
1456;0.565748698
1457;0.565703125
1458;0.565875651
1459;0.565973307
1460;0.566064453
1461;0.566214193
1462;0.566077474
1463;0.565960286
1464;0.565970052
1465;0.566149089
1466;0.566272786
1467;0.566523438
1468;0.566692708
1469;0.566660156
1470;0.566894531
1471;0.567239583
1472;0.567373047
1473;0.567659505
1474;0.567770182
1475;0.567714844
1476;0.568024089
1477;0.568154297
1478;0.568401693
1479;0.568378906
1480;0.568440755
1481;0.568636068
1482;0.568942057
1483;0.568694661
1484;0.568932292
1485;0.569111328
1486;0.569169922
1487;0.569296875
1488;0.569459635
1489;0.569622396
1490;0.569433594
1491;0.569544271
1492;0.569544271
1493;0.569514974
1494;0.56945638
1495;0.569394531
1496;0.569475911
1497;0.56968099
1498;0.569427083
1499;0.569420573
1500;0.569443359
1501;0.569306641
1502;0.569046224
1503;0.569391276
1504;0.569254557
1505;0.56976237
1506;0.569892578
1507;0.569931641
1508;0.569938151
1509;0.570172526
1510;0.570351563
1511;0.570338542
1512;0.570328776
1513;0.570332031
1514;0.570276693
1515;0.570084635
1516;0.57008138
1517;0.570286458
1518;0.570266927
1519;0.570292969
1520;0.57
1521;0.569977214
1522;0.569775391
1523;0.569635417
1524;0.569586589
1525;0.569664714
1526;0.569557292
1527;0.569446615
1528;0.569264323
1529;0.569352214
1530;0.569355469
1531;0.569248047
1532;0.569274089
1533;0.569544271
1534;0.569501953
1535;0.569563802
1536;0.569654948
1537;0.569423828
1538;0.569557292
1539;0.56953125
1540;0.569892578
1541;0.569915365
1542;0.570009766
1543;0.570042318
1544;0.570094401
1545;0.570257161
1546;0.570361328
1547;0.570351563
1548;0.570432943
1549;0.570436198
1550;0.570266927
1551;0.570419922
1552;0.570615234
1553;0.570426432
1554;0.57046224
1555;0.570234375
1556;0.570211589
1557;0.57023763
1558;0.570266927
1559;0.570110677
1560;0.570013021
1561;0.569944661
1562;0.57023112
1563;0.570315755
1564;0.570332031
1565;0.570423177
1566;0.570380859
1567;0.570139974
1568;0.570198568
1569;0.570374349
1570;0.570358073
1571;0.570374349
1572;0.570341797
1573;0.570247396
1574;0.570221354
1575;0.570172526
1576;0.570133464
1577;0.570169271
1578;0.570345052
1579;0.570289714
1580;0.570247396
1581;0.570276693
1582;0.570123698
1583;0.570218099
1584;0.57015625
1585;0.570071615
1586;0.570019531
1587;0.570146484
1588;0.56976237
1589;0.569518229
1590;0.569371745
1591;0.569026693
1592;0.568776042
1593;0.568805339
1594;0.56874349
1595;0.568411458
1596;0.568242188
1597;0.567903646
1598;0.567685547
1599;0.567558594
1600;0.567724609
1601;0.567584635
1602;0.567470703
1603;0.567353516
1604;0.567298177
1605;0.567125651
1606;0.566907552
1607;0.566578776
1608;0.566526693
1609;0.566266276
1610;0.566083984
1611;0.565859375
1612;0.565605469
1613;0.565566406
1614;0.5653125
1615;0.564960938
1616;0.564729818
1617;0.56453776
1618;0.564514974
1619;0.56421875
1620;0.564339193
1621;0.564020182
1622;0.563929036
1623;0.56398112
1624;0.563844401
1625;0.563746745
1626;0.563642578
1627;0.563557943
1628;0.563476563
1629;0.563294271
1630;0.563385417
1631;0.563304036
1632;0.563346354
1633;0.563147786
1634;0.562978516
1635;0.562789714
1636;0.562763672
1637;0.56266276
1638;0.562718099
1639;0.562874349
1640;0.56266276
1641;0.562727865
1642;0.5625
1643;0.562382813
1644;0.562532552
1645;0.562692057
1646;0.562623698
1647;0.56266276
1648;0.562952474
1649;0.563017578
1650;0.563014323
1651;0.563056641
1652;0.563111979
1653;0.563313802
1654;0.563284505
1655;0.563349609
1656;0.56344401
1657;0.56358724
1658;0.56351888
1659;0.563496094
1660;0.56366862
1661;0.563727214
1662;0.563759766
1663;0.563671875
1664;0.563860677
1665;0.563964844
